MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,LBase_P2P,LBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
2,4,1,200,0.985870361,17.79403687,0.789794922,56.63238525,0.553,1.992,0.041,1,1,1,1,100,1,0,0
3,4,4,500,0.514221191,10.28167725,0.378417969,20.94825745,0.195,2.485,0.103,1,1,1,1,100,1,0,0
4,4,1,200,3.535308838,69.75570679,1.559448242,98.80065918,0.454,2.042,0.359,1,1,1,0,100,1,0,0
5,4,3,500,0.835723877,13.55773926,0.089263916,11.56692505,0.389,1.679,-0.184,1,1,1,1,100,1,0,0
6,4,1,500,1.305847168,27.18147278,0.206756592,18.80485535,0.482,1.683,0.989,1,1,1,1,100,1,0,0
7,4,1,200,2.080078125,24.9029541,0.87677002,30.34675598,0.393,1.325,-0.845,1,1,1,1,100,1,0,0
8,4,3,500,0.525512695,10.92773438,0.066223145,11.24420166,0.228,1.394,-0.814,1,1,1,1,100,1,0,0
9,4,3,500,1.486968994,36.3433075,0.891113281,60.22331238,0.18,1.232,-1.117,1,1,1,1,100,1,0,0
10,4,4,500,1.113891602,12.86148071,0.598754883,20.95405579,0.152,1.237,-1.35,1,1,1,1,100,1,0,0
11,4,3,200,1.126098633,15.42655945,0.276641846,13.68286133,0.233,1.427,-1.054,1,1,1,1,100,1,0,0
12,4,3,500,1.42868042,19.7089386,0.486602783,31.61628723,0.424,1.578,-0.476,1,1,1,1,100,1,0,0
13,4,1,200,0.852050781,14.59152222,0.08605957,11.72660828,0.288,1.572,0.528,1,1,1,1,100,1,0,0
14,4,4,500,0.338592529,6.200637817,0.146484375,12.80509949,0.24,1.064,0.133,1,1,1,1,100,1,0,0
15,4,4,200,0.522613525,9.205551147,0.15335083,15.14846802,0.52,2.107,0.116,1,1,1,1,100,1,0,0
16,4,4,200,0.311126709,6.008987427,0.123138428,12.59246826,0.059,1.149,0.538,1,1,1,1,100,1,0,0
17,4,3,500,1.520080566,29.10354614,0.378875732,26.54190063,0.13,1.235,0.358,1,1,1,1,100,1,0,0
18,4,1,200,1.319274902,23.89396667,0.240783691,16.57936096,0.597,0.991,0.255,1,1,1,1,100,1,0,0
19,4,4,500,0.31829834,5.671539307,0.086212158,11.68525696,0.538,0.841,-0.139,1,1,1,1,100,1,0,0
20,4,3,200,0.165863037,5.195541382,0.056610107,11.18438721,0.305,1.116,-0.41,1,1,1,1,100,1,0,0
21,4,3,200,0.205230713,4.995193481,0.088653564,11.08818054,0.323,1.244,-0.572,1,1,1,1,100,1,0,0
22,4,4,500,0.33996582,5.970077515,0.092163086,11.78565979,0.261,1.128,-0.373,1,1,1,1,100,1,0,0
23,4,1,500,1.585998535,19.86808777,1.103973389,39.4392395,0.283,1.381,0.387,1,1,1,1,100,1,0,0
24,4,3,500,0.215454102,5.126495361,0.068206787,10.98953247,0.365,1.281,-0.01,1,1,1,1,100,1,0,0
25,4,3,200,2.133026123,27.62054443,0.233459473,17.06825256,0.579,1.194,-0.083,1,1,1,1,100,1,0,0
26,4,1,500,1.314697266,24.5526123,0.216522217,17.03834534,0.506,0.466,-0.544,1,1,1,1,100,1,0,0
27,4,1,200,2.353210449,37.63298035,0.815124512,40.80177307,0.489,1.057,-0.862,1,1,1,1,100,1,0,0
28,4,4,200,0.997467041,15.67581177,0.328063965,20.88897705,0.525,1.187,-1.421,1,1,1,1,100,1,0,0
29,4,1,500,1.571044922,25.5141449,0.248718262,18.14888,0.338,1.429,-0.255,1,1,1,1,100,1,0,0
30,4,3,500,1.033172607,16.30447388,0.043792725,11.00517273,0.261,1.276,-0.218,1,1,1,1,100,1,0,0
31,4,1,500,1.889190674,30.19584656,0.435333252,31.67686462,0.564,1.437,-0.509,0,1,1,0,100,1,0,0
32,4,1,200,1.618041992,27.83706665,0.224151611,17.01011658,0.493,2.436,-1.253,1,1,1,1,100,1,0,0
33,4,1,200,1.261291504,22.27729797,0.667419434,33.3782959,0.44,2.176,-1.438,1,1,1,1,100,1,0,0
34,4,4,500,1.063995361,24.08340454,0.112304688,11.85440063,0.579,2.541,-1.828,1,1,1,1,100,1,0,0
35,4,1,500,0.970001221,21.75918579,1.44821167,79.26574707,0.288,2.263,-1.03,1,1,1,1,100,1,0,0
36,4,1,500,0.354003906,8.35357666,0.354919434,17.09335327,0.338,1.699,-1.23,1,1,1,1,100,1,0,0
37,4,4,200,1.022949219,19.91317749,0.741882324,33.10676575,0.522,2.268,-0.886,1,1,1,1,100,1,0,0
38,4,1,200,1.802520752,32.66555786,0.307922363,24.26177979,0.574,2.125,-0.532,1,1,1,1,100,1,0,0
39,4,3,200,0.219421387,5.30418396,0.06729126,11.15867615,0.366,2.156,-0.642,1,1,1,1,100,1,0,0
40,4,3,200,1.868896484,34.37103271,0.808410645,47.96348572,0.488,1.781,-1.162,1,1,1,1,100,1,0,0
41,4,4,500,1.937561035,25.95779419,0.3074646,19.76425171,0.409,2.09,-1.255,1,1,1,1,100,1,0,0
42,4,3,200,1.544036865,27.38197327,0.508117676,24.83634949,0.497,2.172,-1.309,1,1,1,1,100,1,0,0
43,4,1,500,0.762939453,11.32354736,0.152435303,13.152771,0.293,2.356,-1.164,1,1,1,1,100,1,0,0
44,4,1,500,0.2293396,5.588684082,0.278930664,17.10411072,0.409,2.211,-0.89,1,1,1,1,100,1,0,0
45,4,3,200,0.496673584,7.219161987,0.089569092,11.82174683,0.52,2.227,-0.942,1,1,1,1,100,1,0,0
46,4,4,200,1.403656006,30.17051697,0.672912598,34.90653992,0.781,2.871,-1.354,1,1,1,1,100,1,0,0
47,4,1,500,0.705718994,11.82312012,0.062103271,11.08573914,0.527,2.167,-0.257,1,1,1,1,100,1,0,0
48,4,4,500,1.801757813,31.9153595,0.201873779,14.21127319,0.597,2.157,-1.72,1,1,1,1,100,1,0,0
49,4,4,200,0.454559326,8.392410278,0.343780518,24.91287231,0.799,2.846,-1.971,1,1,1,1,100,1,0,0
50,4,1,200,1.469573975,27.02064514,0.103607178,11.70379639,0.354,1.94,-1.027,1,1,1,1,100,1,0,0
51,4,4,500,0.190887451,4.211654663,0.090637207,11.43821716,0.365,1.609,-0.698,1,1,1,1,100,1,0,0
52,4,3,500,0.822143555,14.31129456,0.238037109,17.56835938,0.379,1.336,-1.497,1,1,1,1,100,1,0,0
53,4,1,200,0.83114624,11.76727295,0.992736816,57.99552917,0.414,1.197,-1.451,1,1,1,1,100,1,0,0
54,4,1,200,1.006317139,14.72671509,0.540313721,27.44979858,0.178,0.826,-1.762,1,1,1,1,100,1,0,0
55,4,1,200,0.556335449,15.07614136,0.341491699,18.39035034,0.1,1.013,-1.12,1,1,1,1,100,1,0,0
56,4,4,500,0.320281982,6.256942749,0.116271973,12.55744934,0.139,0.99,-1.097,1,1,1,1,100,1,0,0
57,4,4,500,0.394134521,8.556671143,0.283813477,18.48487854,0.531,1.002,-0.293,1,1,1,1,100,1,0,0
58,4,3,500,0.173492432,5.70930481,0.167999268,15.40985107,0.276,0.663,-0.395,1,1,1,1,100,1,0,0
59,4,1,500,0.188446045,6.309814453,0.17578125,14.93164063,0.432,0.891,-0.935,1,1,1,1,100,1,0,0
60,4,4,200,0.565185547,7.141189575,0.199890137,15.08575439,0.265,0.47,-1.269,1,1,1,1,100,1,0,0
61,4,3,500,0.305938721,6.717834473,0.149078369,15.29495239,0.627,1.307,-1.199,0,1,1,0,100,1,0,0
62,4,3,200,0.589599609,7.65914917,0.186309814,13.77090454,0.217,1.174,-0.731,1,1,1,1,100,1,0,0
63,4,3,500,0.514221191,11.56433105,0.175323486,15.84320068,0.258,1.388,-0.716,1,1,1,1,100,1,0,0
64,4,3,200,0.684967041,11.33506775,0.20111084,14.88937378,0.425,1.992,-1.185,1,1,1,1,100,1,0,0
65,4,3,200,0.25970459,5.513763428,0.153045654,13.41392517,0.478,1.884,-1.541,1,1,1,1,100,1,0,0
66,4,4,500,0.347747803,5.243988037,0.178527832,14.1418457,0.365,1.767,-0.932,1,1,1,1,100,1,0,0
67,4,4,200,0.319061279,6.226272583,0.168457031,13.34251404,0.195,1.665,-1.307,1,1,1,1,100,1,0,0
68,4,1,200,0.733947754,13.16574097,0.115509033,12.28424072,0.434,1.278,-2.067,1,1,1,1,100,1,0,0
69,4,1,500,1.975097656,34.47128296,1.585693359,85.56259155,0.085,1.212,-1.915,1,1,1,1,100,1,0,0
70,4,4,500,0.528411865,10.49667358,0.411071777,16.25564575,0.393,0.749,-0.934,1,1,1,1,100,1,0,0
71,4,1,500,0.817260742,12.66601563,0.436401367,20.64872742,0.129,0.748,-0.951,1,1,1,1,100,1,0,0
72,4,3,200,1.416015625,24.58442688,0.540161133,34.82650757,0.158,0.742,-0.636,1,1,1,1,100,1,0,0
73,4,1,500,1.365509033,23.21037292,0.154724121,12.97958374,0.283,0.606,-0.055,1,1,1,1,100,1,0,0
74,4,3,500,0.794372559,13.93943787,0.145568848,13.66371155,0.385,0.619,-0.104,1,1,1,1,100,1,0,0
75,4,1,200,1.532287598,28.56330872,0.435333252,26.25061035,0.642,2.132,-0.464,1,1,1,1,100,1,0,0
76,4,1,500,2.39151001,49.73014832,1.035919189,84.20425415,0.129,2.136,-2.446,1,1,1,1,100,1,0,0
77,4,3,500,1.411590576,22.60627747,0.564422607,30.78689575,0.248,2.201,-2.179,1,1,1,1,100,1,0,0
78,4,1,500,0.82244873,17.52090454,0.706787109,35.55862427,0.637,3.434,-1.324,1,1,1,1,100,1,0,0
79,4,4,500,0.450897217,8.087234497,0.601959229,35.94665527,0.487,2.952,-2.568,1,1,1,1,100,1,0,0
80,4,1,200,1.055603027,22.19024658,0.781402588,42.92808533,0.301,3.343,-3.169,1,1,1,1,100,1,0,0
81,4,1,200,1.421051025,29.98878479,0.768280029,55.67176819,1.271,4.128,-1.04,1,1,1,1,100,1,0,0
82,4,4,500,0.728607178,13.53897095,0.129699707,13.88725281,0.499,3.529,-1.283,1,1,1,1,100,1,0,0
83,4,4,200,0.276947021,8.035964966,0.272827148,18.99581909,0.211,3.461,-1.487,1,1,1,1,100,1,0,0
84,4,4,500,0.29296875,7.945861816,0.166473389,16.40708923,0.284,3.202,-1.111,1,1,1,1,100,1,0,0
85,4,3,200,0.564727783,11.83174133,0.204315186,19.48616028,0.186,3.149,-2.154,1,1,1,1,100,1,0,0
86,4,3,200,0.45791626,7.717208862,0.050811768,11.15867615,0.609,3.51,-3,1,1,1,1,100,1,0,0
87,4,1,500,0.384979248,7.754440308,0.194396973,12.39448547,0.73,4.266,-3.88,1,1,1,1,100,1,0,0
88,4,3,200,1.481170654,28.6101532,0.13885498,14.479599,0.312,5.132,-1.498,1,1,1,1,100,1,0,0
89,4,1,200,1.239013672,24.58305359,0.295410156,25.09292603,0.718,3.125,-2.889,1,1,1,1,100,1,0,0
90,4,3,200,0.167541504,4.753799438,0.131988525,12.85301208,0.478,3.093,-2.661,1,1,1,1,100,1,0,0
91,4,4,500,0.595855713,11.27822876,0.208892822,15.76141357,0.153,3.57,-3.063,0,1,1,0,100,1,0,0
92,4,1,200,0.662689209,10.57388306,0.104980469,12.54165649,0.725,4.494,-2.422,1,1,1,1,100,1,0,0
93,4,3,200,0.818023682,16.70562744,0.949249268,42.293396,0.99,3.916,-2.527,1,1,1,1,100,1,0,0
94,4,4,500,0.151062012,4.097747803,0.188903809,12.85591125,0.442,3.657,-4.475,1,1,1,1,100,1,0,0
95,4,4,200,0.426940918,9.872436523,0.196990967,19.15138245,0.373,3.404,-4.683,1,1,1,1,100,1,0,0
96,4,1,500,1.438140869,29.28329468,0.732116699,50.80825806,0.785,3.477,-7.351,1,1,1,1,100,1,0,0
97,4,3,500,0.480041504,10.626297,0.648803711,29.07478333,0.429,3.571,-7.453,1,1,1,1,100,1,0,0
98,4,1,200,0.677947998,13.87283325,0.819091797,42.02415466,0.277,4.203,-9.515,1,1,1,1,100,1,0,0
99,4,1,500,0.822296143,12.79571533,0.488891602,27.67524719,0.546,4.521,-9.177,1,1,1,1,100,1,0,0
100,4,1,200,2.756652832,43.54507446,3.255004883,160.8385468,0.399,2.264,1.857,1,1,1,1,100,1,0,0
101,4,1,200,2.640838623,50.61447144,1.564025879,97.63542175,0.982,3.984,0.498,1,1,1,1,100,1,0,0
102,4,3,200,0.386962891,9.092025757,0.107421875,12.4433136,0.697,2.636,0.358,1,1,1,1,100,1,0,0
103,4,4,500,1.869659424,36.15440369,0.298919678,21.5146637,0.96,2.635,-1.541,1,1,1,1,100,1,0,0
104,4,1,500,0.662841797,10.08331299,0.155029297,11.79397583,0.693,2.392,-0.654,1,1,1,1,100,1,0,0
105,4,4,200,0.52947998,10.59501648,0.188598633,13.04412842,0.607,2.623,-0.71,1,1,1,1,100,1,0,0
106,4,3,200,0.798950195,15.05897522,0.539398193,29.21134949,0.207,2.825,-1.271,1,1,1,1,100,1,0,0
107,4,3,500,1.105651855,18.7411499,0.197601318,14.95277405,0.23,2.483,-0.036,1,1,1,1,100,1,0,0
108,4,4,500,1.068878174,17.4647522,0.299224854,23.05747986,0.71,1.469,0.193,1,1,1,1,100,1,0,0
109,4,1,500,1.38381958,25.04806519,1.070404053,68.6932373,0.166,2.991,0.686,1,1,1,1,100,1,0,0
110,4,1,200,1.018218994,16.44584656,0.485839844,29.82940674,0.299,2.794,0.222,1,1,1,1,100,1,0,0
111,4,3,200,0.738067627,13.91044617,0.702056885,27.4836731,0.349,3.027,0.341,1,1,1,1,100,1,0,0
112,4,4,200,1.012268066,19.26696777,0.56640625,28.22372437,0.604,3.516,-1.56,1,1,1,1,100,1,0,0
113,4,3,500,0.861053467,13.49998474,0.331420898,25.28213501,0.885,4.929,-2.437,1,1,1,1,100,1,0,0
114,4,4,200,0.705108643,14.59381104,0.189208984,18.41682434,0.546,3.812,-3.837,1,1,1,1,100,1,0,0
115,4,4,200,1.058654785,19.0145874,0.088653564,11.35971069,0.943,4.539,-4.506,1,1,1,1,100,1,0,0
116,4,4,200,1.31072998,27.73017883,0.35949707,21.66145325,1.05,4.355,-1.836,1,1,1,1,100,1,0,0
117,4,4,500,1.844177246,33.78356934,0.444488525,29.03671265,0.476,4.062,-0.538,1,1,1,1,100,1,0,0
118,4,3,500,1.008605957,19.62402344,0.17578125,14.67765808,0.375,3.612,-1.237,1,1,1,1,100,1,0,0
119,4,3,200,0.873260498,17.95700073,0.760650635,37.81227112,0.426,3.926,-0.286,1,1,1,1,100,1,0,0
120,4,4,200,1.88079834,36.47323608,0.335540771,22.09655762,0.799,3.838,-1.643,1,1,1,1,100,1,0,0
121,4,4,200,0.69732666,12.94708252,0.344390869,20.21064758,0.421,3.898,-2.57,0,1,1,0,100,1,0,0
122,4,4,200,0.390319824,8.032608032,0.096282959,12.00912476,0.429,4.068,-3.003,1,1,1,1,100,1,0,0
123,4,4,500,1.050872803,24.84291077,1.15737915,56.75628662,0.587,4.291,-2.139,1,1,1,1,100,1,0,0
124,4,4,500,0.925445557,11.6443634,0.54901123,17.22305298,0.618,4.356,-1.903,1,1,1,1,100,1,0,0
125,4,1,200,2.309875488,40.64239502,0.755615234,41.98059082,0.475,2.623,-0.272,1,1,1,1,100,1,0,0
126,4,3,200,0.539398193,10.12565613,0.176239014,15.0164032,0.605,3.116,0.351,1,1,1,1,100,1,0,0
127,4,3,500,1.524658203,14.2011261,0.320129395,16.94587708,0.333,2.093,-1.189,1,1,1,1,100,1,0,0
128,4,1,500,0.41809082,6.621017456,0.106811523,12.66593933,0.239,2.949,-0.724,1,1,1,1,100,1,0,0
129,4,4,200,0.274200439,5.477600098,0.088653564,11.57028198,0.39,2.2,-0.551,1,1,1,1,100,1,0,0
130,4,4,500,0.655975342,13.73855591,0.427703857,20.99098206,0.395,2.1,-1.027,1,1,1,1,100,1,0,0
131,4,3,500,0.549163818,8.047866821,0.153198242,16.69563293,0.144,2.175,-1.666,1,1,1,1,100,1,0,0
132,4,3,500,0.372619629,6.601333618,0.181427002,15.24047852,0.576,2.464,-1.796,1,1,1,1,100,1,0,0
133,4,3,200,2.049713135,28.98773193,0.747680664,33.90594482,0.702,2.99,-1.589,1,1,1,1,100,1,0,0
134,4,1,500,0.358581543,7.09312439,0.07522583,11.25923157,0.542,2.956,-2.063,1,1,1,1,100,1,0,0
135,4,1,200,1.271057129,22.78648376,0.133514404,12.87536621,0.501,3.238,-1.933,1,1,1,1,100,1,0,0
136,4,1,200,0.636138916,12.71507263,0.119476318,11.76612854,0.389,3.624,-1.434,1,1,1,1,100,1,0,0
137,4,1,200,0.856018066,13.56315613,0.15914917,13.25378418,0.487,3.504,-1.626,1,1,1,1,100,1,0,0
138,4,1,500,1.158294678,18.5369873,0.813751221,44.25209045,0.751,3.752,-1.31,1,1,1,1,100,1,0,0
139,4,4,200,1.607055664,18.8671875,0.294952393,19.50592041,0.266,3.527,-0.743,1,1,1,1,100,1,0,0
140,4,1,500,1.581115723,22.91435242,1.295776367,40.74752808,0.424,3.173,-0.949,1,1,1,1,100,1,0,0
141,4,1,200,1.09085083,16.83708191,0.562744141,36.44470215,1.277,2.968,-1.942,1,1,1,1,100,1,0,0
142,4,3,200,1.040344238,19.97291565,0.319061279,26.06628418,0.915,3.172,-2.288,1,1,1,1,100,1,0,0
143,4,4,200,0.676879883,13.06945801,0.199737549,16.81716919,0.212,2.943,-2.882,1,1,1,1,100,1,0,0
144,4,3,500,0.458526611,10.88020325,0.263366699,20.85571289,0.686,4.011,-2.673,1,1,1,1,100,1,0,0
145,4,3,500,1.72744751,27.84896851,1.482696533,67.82920837,0.659,3.336,-1.748,1,1,1,1,100,1,0,0
146,4,3,200,0.878753662,15.22415161,0.066070557,11.10488892,0.692,2.786,-3.097,1,1,1,1,100,1,0,0
147,4,4,500,0.70892334,12.82142639,0.168304443,13.81080627,0.594,3.787,-3.34,1,1,1,1,100,1,0,0
148,4,3,500,0.984802246,20.69366455,1.107330322,69.9546051,0.704,4.239,-2.691,1,1,1,1,100,1,0,0
149,4,4,200,1.261138916,27.37007141,0.610961914,41.18751526,0.192,3.826,-2.933,1,1,1,1,100,1,0,0
150,4,1,200,2.420349121,47.18345642,0.776062012,60.5721283,0.559,2.498,0.594,1,1,1,1,100,1,0,0
151,4,4,500,2.089538574,31.42066956,1.575927734,82.97454834,0.766,2.704,-0.678,0,1,1,0,100,1,0,0
152,4,3,200,1.35269165,22.82676697,0.458984375,19.72862244,0.157,2.951,-0.403,1,1,1,1,100,1,0,0
153,4,1,200,0.26184082,5.850524902,0.134124756,13.77105713,0.663,2.544,-0.449,1,1,1,1,100,1,0,0
154,4,4,200,0.595245361,12.04521179,0.153503418,16.23558044,0.489,3.752,-0.855,1,1,1,1,100,1,0,0
155,4,4,500,1.63192749,33.6138916,1.101989746,76.59423828,0.556,3.212,-0.83,1,1,1,1,100,1,0,0
156,4,1,500,0.896759033,14.271698,0.650024414,37.75253296,0.586,2.9,-0.731,1,1,1,1,100,1,0,0
157,4,4,200,0.498199463,11.2109375,0.339355469,23.94187927,0.599,2.706,-0.892,1,1,1,1,100,1,0,0
158,4,3,200,1.58706665,31.12182617,0.417785645,25.43128967,0.111,2.345,-0.895,1,1,1,1,100,1,0,0
159,4,1,500,0.610198975,9.951171875,0.138092041,14.16519165,0.269,2.08,-1.308,1,1,1,1,100,1,0,0
160,4,4,200,0.611572266,10.95428467,0.114898682,12.62138367,0.278,2.431,-1.024,1,1,1,1,100,1,0,0
161,4,3,500,0.454711914,7.494888306,0.323638916,26.40106201,0.38,2.483,-0.82,1,1,1,1,100,1,0,0
162,4,3,500,0.548400879,10.79872131,0.042114258,10.90797424,0.618,2.396,-0.984,1,1,1,1,100,1,0,0
163,4,3,500,0.772247314,11.87294006,0.141143799,12.02445984,0.452,2.47,-0.677,1,1,1,1,100,1,0,0
164,4,3,200,0.851745605,13.77563477,1.034545898,32.8288269,0.137,2.36,-0.818,1,1,1,1,100,1,0,0
165,4,3,500,0.249481201,6.309204102,0.352325439,18.70300293,0.33,2.027,-0.83,1,1,1,1,100,1,0,0
166,4,1,500,1.41494751,21.74049377,0.78704834,49.03083801,0.356,2.385,-0.013,1,1,1,1,100,1,0,0
167,4,4,500,0.754089355,11.39625549,0.140838623,11.85302734,0.985,2.85,-0.15,1,1,1,1,100,1,0,0
168,4,1,500,0.404052734,9.683074951,0.455627441,28.10668945,0.308,1.968,0.665,1,1,1,1,100,1,0,0
169,4,3,200,0.328063965,8.056640625,0.38269043,24.65866089,0.314,2.182,0.396,1,1,1,1,100,1,0,0
170,4,1,500,0.170288086,4.674301147,0.12298584,13.86505127,0.888,3.034,0.33,1,1,1,1,100,1,0,0
171,4,1,200,1.634216309,30.64758301,1.33682251,77.36717224,0.562,1.985,0.656,1,1,1,1,100,1,0,0
172,4,1,200,0.921478271,19.67155457,0.336914063,22.01950073,0.663,1.951,1.087,1,1,1,1,100,1,0,0
173,4,4,200,0.807800293,12.5907135,0.515441895,22.423172,0.348,1.531,1.632,1,1,1,1,100,1,0,0
174,4,1,500,0.399169922,7.599868774,0.167388916,15.19622803,0.25,0.963,1.949,1,1,1,1,100,1,0,0
175,4,1,200,2.103271484,37.61001587,1.934509277,116.5442657,0.105,2.499,0.369,1,1,1,1,100,1,0,0
176,4,3,500,0.330505371,6.622467041,0.270690918,19.62310791,0.278,2.077,-0.411,1,1,1,1,100,1,0,0
177,4,4,500,0.372009277,6.028594971,0.234375,18.16543579,0.432,1.317,-0.926,1,1,1,1,100,1,0,0
178,4,4,200,0.201721191,5.415802002,0.098724365,12.0426178,0.468,1.749,-0.617,1,1,1,1,100,1,0,0
179,4,3,500,0.377044678,9.089889526,0.190582275,16.59324646,0.253,1.673,-0.313,1,1,1,1,100,1,0,0
180,4,4,200,1.014556885,10.83389282,0.216522217,14.47067261,0.237,1.984,0.208,1,1,1,1,100,1,0,0
181,4,3,500,0.320281982,7.91595459,0.146636963,13.30093384,0.025,1.561,0.521,0,1,1,0,100,1,0,0
182,4,4,500,0.696105957,11.36520386,0.194549561,17.52868652,0.716,1.378,-0.794,1,1,1,1,100,1,0,0
183,4,1,500,1.737670898,29.09912109,0.355682373,32.43141174,0.249,2.156,1.655,1,1,1,1,100,1,0,0
184,4,3,500,0.293273926,7.643432617,0.303955078,20.54023743,0.358,2.077,0.964,1,1,1,1,100,1,0,0
185,4,4,500,0.398254395,8.053817749,0.188293457,16.68540955,0.135,2.492,0.355,1,1,1,1,100,1,0,0
186,4,3,500,0.633239746,9.200515747,0.262908936,15.78392029,0.171,2.844,-0.572,1,1,1,1,100,1,0,0
187,4,3,200,1.23626709,18.35700989,0.247802734,19.48150635,0.146,2.404,-1.02,1,1,1,1,100,1,0,0
188,4,3,500,0.458526611,9.734649658,0.461120605,26.33537292,0.458,2.973,-1.32,1,1,1,1,100,1,0,0
189,4,4,500,0.688018799,11.3885498,0.307159424,24.05830383,0.23,3.119,-0.668,1,1,1,1,100,1,0,0
190,4,1,500,0.637664795,12.39234924,0.242767334,16.5927887,0.236,3.103,-0.78,1,1,1,1,100,1,0,0
191,4,4,200,0.578308105,11.82746887,0.119781494,13.18954468,0.296,3.07,-1.018,1,1,1,1,100,1,0,0
192,4,3,200,0.237579346,5.709686279,0.099639893,12.00332642,0.444,2.527,-1.055,1,1,1,1,100,1,0,0
193,4,4,200,0.929107666,21.11244202,0.791778564,44.84306335,0.519,2.617,-0.976,1,1,1,1,100,1,0,0
194,4,1,200,1.183929443,21.71356201,0.637512207,34.76989746,0.5,2.972,-1.026,1,1,1,1,100,1,0,0
195,4,4,500,0.871582031,15.14404297,0.511779785,30.25726318,0.295,3.218,-0.828,1,1,1,1,100,1,0,0
196,4,3,500,0.217590332,4.99206543,0.215454102,12.61184692,0.423,4.278,-1.999,1,1,1,1,100,1,0,0
197,4,1,500,1.15737915,20.98152161,0.636291504,47.91427612,0.505,4.57,-1.513,1,1,1,1,100,1,0,0
198,4,3,500,1.490478516,31.00860596,0.995635986,59.81002808,0.107,4.552,-1.896,1,1,1,1,100,1,0,0
199,4,4,200,1.077575684,20.40260315,0.35736084,25.36483765,0.29,4.514,-2.243,1,1,1,1,100,1,0,0
200,4,3,200,1.038360596,20.79017639,0.158081055,13.81454468,0.338,3.655,1.086,1,1,1,1,100,1,0,0
201,4,3,200,0.451202393,10.51391602,0.086975098,11.58592224,0.477,4.625,1.047,1,1,1,1,100,1,0,0
202,4,4,500,1.772918701,30.88096619,1.212615967,56.58988953,0.364,1.791,0.477,1,1,1,1,100,1,0,0
203,4,1,500,0.652618408,11.50337219,0.155639648,15.6388092,0.614,2.401,1.958,1,1,1,1,100,1,0,0
204,4,3,200,1.669464111,37.19558716,0.584716797,36.96182251,0.661,2.842,-0.024,1,1,1,1,100,1,0,0
205,4,3,500,0.59173584,10.57479858,0.192718506,15.07446289,0.173,3.103,-0.156,1,1,1,1,100,1,0,0
206,4,4,200,2.133789063,37.6134491,1.837921143,75.79093933,1.091,3.408,1.04,1,1,1,1,100,1,0,0
207,4,4,200,0.408325195,8.000335693,0.121459961,13.11721802,0.28,3.139,-0.308,1,1,1,1,100,1,0,0
208,4,4,200,0.721740723,12.79014587,0.239257813,13.95446777,0.407,3.229,-0.702,1,1,1,1,100,1,0,0
209,4,4,200,0.689086914,11.78421021,0.13671875,11.72676086,0.288,4.016,-0.01,1,1,1,1,100,1,0,0
210,4,1,200,1.102752686,22.57644653,0.49407959,32.97676086,0.19,3.883,0.156,1,1,1,1,100,1,0,0
211,4,3,200,1.692047119,31.7401886,1.198883057,71.49139404,0.22,3.102,-0.291,0,1,1,0,100,1,0,0
212,4,1,200,0.374755859,8.174362183,0.10559082,12.3085022,0.73,3.495,-1.04,1,1,1,1,100,1,0,0
213,4,3,200,0.498046875,9.723815918,0.141143799,14.06265259,0.366,3.972,0.116,1,1,1,1,100,1,0,0
214,4,3,200,1.439208984,28.47442627,0.138549805,13.79241943,0.916,3.917,0.18,1,1,1,1,100,1,0,0
215,4,3,200,0.943756104,16.45294189,0.138092041,13.45069885,0.372,2.466,-1.191,1,1,1,1,100,1,0,0
216,4,4,500,0.709686279,13.19595337,0.188140869,15.24734497,0.247,3.146,-1.377,1,1,1,1,100,1,0,0
217,4,3,500,0.251922607,5.591201782,0.095825195,12.19642639,0.215,3.27,-1.102,1,1,1,1,100,1,0,0
218,4,4,200,1.909790039,28.18008423,0.635375977,35.63644409,0.23,2.642,-1.94,1,1,1,1,100,1,0,0
219,4,4,200,0.700683594,14.0272522,0.182647705,16.57142639,0.235,2.914,-1.574,1,1,1,1,100,1,0,0
220,4,3,500,0.235137939,6.563339233,0.145263672,14.10949707,0.248,2.562,-1.686,1,1,1,1,100,1,0,0
221,4,4,200,1.689910889,27.97462463,0.664825439,45.99357605,0.818,3.003,-1.934,1,1,1,1,100,1,0,0
222,4,4,500,1.89239502,37.00836182,1.503601074,94.5375061,0.569,3.065,-2.387,1,1,1,1,100,1,0,0
223,4,1,500,1.979217529,34.98046875,0.391540527,22.8780365,0.335,3.476,-2.674,1,1,1,1,100,1,0,0
224,4,3,200,2.96661377,50.64300537,0.693817139,41.8120575,0.253,3.768,-2.063,1,1,1,0,100,1,0,0
225,4,1,500,2.48046875,40.73562622,0.986785889,70.45089722,0.709,2.649,-0.97,1,1,1,1,100,1,0,0
226,4,4,500,0.565643311,9.075317383,0.220336914,19.19998169,0.807,3.129,0.365,1,1,1,1,100,1,0,0
227,4,4,200,0.080413818,3.521118164,0.141448975,11.82640076,0.353,2.077,0.047,1,1,1,1,100,1,0,0
228,4,4,500,0.542602539,10.28488159,0.306854248,23.49525452,0.446,1.556,-0.389,1,1,1,1,100,1,0,0
229,4,3,500,0.241851807,5.533752441,0.1222229,12.92709351,0.984,1.852,-1.336,1,1,1,1,100,1,0,0
