MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,LBase_P2P,LBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
37,34,3,200,1.998138428,30.47424316,0.727539063,52.55859375,0.229,0.919,0.667,1,1,1,1,120,1,0,0
38,34,3,200,2.91885376,39.63111877,0.878601074,63.93157959,0.39,1.231,0.58,1,1,1,1,120,1,0,0
39,34,4,500,2.810211182,39.61799622,1.167602539,54.59922791,0.203,0.944,-0.111,1,1,1,1,120,1,0,0
40,34,1,200,4.322509766,61.78627014,0.851745605,61.56478882,0.448,1.079,-0.286,1,1,1,1,120,1,0,0
41,34,3,200,3.532409668,56.39381409,1.19430542,70.3792572,0.364,0.775,-0.571,1,1,1,1,120,1,0,0
42,34,4,200,3.166046143,51.31477356,1.819610596,96.63856506,0.108,0.473,-0.442,1,1,1,1,120,1,0,0
43,34,1,500,2.53326416,34.94941711,0.701446533,55.51078796,0.373,0.487,-0.521,1,1,1,1,120,1,0,0
44,34,3,500,6.990509033,76.6608429,1.681365967,89.76600647,0.349,0.526,-0.407,1,1,1,1,120,1,0,0
45,34,4,500,4.719085693,63.54248047,0.938873291,49.54452515,0.363,0.806,-0.085,1,1,1,1,120,1,0,0
46,34,3,200,2.134246826,47.50991821,1.284332275,77.89619446,0.201,0.586,0.019,1,1,1,1,120,1,0,0
47,34,4,500,2.390136719,51.99241638,0.762176514,51.89033508,0.1,0.877,0.388,1,1,1,1,120,1,0,0
48,34,4,200,2.663116455,40.81924438,1.029052734,56.82853699,0.192,0.932,0.128,1,1,1,1,120,1,0,0
49,34,1,500,5.391693115,62.49671936,1.175079346,85.88043213,0.012,0.752,-0.004,1,1,0,0,120,1,0,0
50,34,4,200,2.851867676,56.2739563,1.22833252,90.36064148,0.297,1.019,0.389,1,1,0,0,120,1,0,0
51,34,1,200,1.87210083,36.55021667,1.599578857,119.2826843,0.211,0.829,-0.242,1,1,0,0,120,1,0,0
52,34,3,200,4.385986328,64.32426453,1.627044678,103.5470581,0.345,0.744,0.048,1,1,0,0,120,1,0,0
53,34,1,200,2.646179199,47.38632202,2.180023193,78.89083862,0.096,0.805,0.189,1,1,1,1,120,1,0,0
54,34,1,200,2.069854736,24.11323547,0.235137939,18.71429443,0.169,0.731,0.228,1,1,1,1,120,1,0,0
55,34,3,200,4.07989502,71.34185791,1.18850708,59.58938599,0.239,0.822,-0.103,1,1,1,1,120,1,0,0
56,34,4,500,1.077423096,17.59788513,0.521087646,36.18247986,0.314,1.25,-0.201,1,1,1,1,120,1,0,0
57,34,3,500,1.253662109,26.31233215,0.824584961,39.4908905,0.429,1.235,-0.02,1,1,1,1,120,1,0,0
58,34,1,500,4.95223999,65.32470703,1.402893066,69.47296143,0.319,1.081,0.142,1,1,1,1,120,1,0,0
59,34,3,500,5.656890869,68.67767334,2.420196533,140.5667114,0.041,0.763,0.176,1,1,1,1,120,1,0,0
60,34,3,500,3.884735107,54.47174072,1.075744629,72.61886597,0.332,0.483,0.446,1,1,1,1,120,1,0,0
61,34,4,500,3.854980469,74.81277466,0.918273926,59.32792664,0.318,0.069,-0.782,0,1,1,0,120,1,0,0
62,34,3,200,5.089569092,72.37724304,1.07925415,58.40309143,0.201,0.414,-0.719,1,1,1,1,120,1,0,0
63,34,1,500,3.22845459,48.58390808,1.246490479,68.03871155,0.625,1.045,-0.271,1,1,1,1,120,1,0,0
64,34,4,500,2.90802002,45.17784119,1.477203369,68.48175049,0.577,1.288,-0.088,1,1,1,1,120,1,0,0
65,34,4,500,1.16897583,21.66519165,0.257415771,19.13856506,0.403,0.942,-0.319,1,1,1,1,120,1,0,0
66,34,1,500,3.485717773,59.23164368,0.835876465,39.84718323,0.392,1.023,-0.672,1,1,1,1,120,1,0,0
67,34,4,500,3.603668213,65.00808716,1.296844482,70.01800537,0.257,0.999,0.238,1,1,1,1,120,1,0,0
68,34,4,200,5.550079346,72.89932251,2.00302124,115.1534271,0.371,1.419,0.112,1,1,1,1,120,1,0,0
69,34,1,200,3.527526855,60.40733337,1.284790039,67.43919373,0.46,1.514,-0.022,1,1,1,1,120,1,0,0
70,34,3,200,6.089019775,98.51669312,0.9375,69.99656677,0.036,1.637,-0.324,1,1,1,1,120,1,0,0
71,34,1,500,4.06829834,47.20741272,1.611328125,64.41329956,0.169,1.06,-0.043,1,1,1,1,120,1,0,0
72,34,4,500,3.751831055,63.52928162,1.034393311,64.89280701,0.147,0.7,-0.118,1,1,1,1,120,1,0,0
73,34,1,500,6.910247803,106.7946625,1.661682129,85.41069031,0.228,0.972,-0.198,1,1,1,0,120,1,0,0
74,34,1,500,1.906433105,37.91595459,0.805511475,43.99108887,0.36,1.024,0.159,1,1,1,1,120,1,0,0
75,34,3,200,2.546844482,42.7230835,0.530853271,34.10003662,0.842,0.889,0.653,1,1,1,1,120,1,0,0
76,34,3,500,2.754516602,40.68199158,0.5519104,38.92166138,0.819,1.102,0.397,1,1,1,1,120,1,0,0
77,34,1,200,0.447998047,6.84135437,0.083007813,13.24020386,0.568,1.89,-0.424,1,1,1,1,120,1,0,0
78,34,3,200,3.974761963,58.85139465,0.564422607,41.99897766,0.572,1.587,0.742,1,1,1,1,120,1,0,0
79,34,3,500,1.972808838,33.01017761,0.45211792,32.97111511,0.451,1.886,1.271,1,1,1,1,120,1,0,0
80,34,4,200,1.182250977,26.59584045,0.861968994,54.89616394,0.776,1.794,0.418,1,1,1,1,120,1,0,0
81,34,4,200,2.461242676,48.64044189,0.362701416,30.13870239,0.49,2.094,0.433,1,1,1,1,120,1,0,0
82,34,3,500,3.676300049,65.54069519,0.92010498,73.37287903,0.638,1.1,0.63,1,1,1,1,120,1,0,0
83,34,4,200,5.171661377,71.14372253,0.875854492,39.71946716,0.468,1.202,0.901,1,1,1,1,120,1,0,0
84,34,1,200,4.708099365,62.79525757,0.538787842,36.00456238,0.402,1.154,0.282,1,1,1,1,120,1,0,0
85,34,4,500,2.456359863,44.6635437,0.722045898,50.07652283,0.118,0.836,0.222,1,1,1,1,120,1,0,0
86,34,1,500,4.45892334,80.10917664,0.873260498,54.14474487,0.155,0.572,0.635,1,1,1,1,120,1,0,0
87,34,3,500,0.721893311,15.48286438,0.513763428,33.6907196,0.273,0.938,0.897,1,1,1,1,120,1,0,0
88,34,1,200,1.873168945,35.22384644,0.463562012,31.63291931,0.179,0.732,0.842,1,1,1,1,120,1,0,0
89,34,4,200,1.375732422,28.29673767,0.4296875,32.59613037,0.118,1.189,0.754,1,1,1,1,120,1,0,0
90,34,1,200,2.276763916,45.936203,0.401611328,30.70716858,0.129,1.48,0.711,1,1,1,1,120,1,0,0
91,34,4,500,2.015533447,33.10462952,0.855712891,61.98814392,0.405,2.682,-0.543,0,1,1,0,120,1,0,0
92,34,3,200,1.267242432,23.47869873,0.455322266,34.6685791,0.491,0.339,0.034,1,1,1,1,120,1,0,0
93,34,4,500,0.651855469,16.15867615,0.540008545,29.87762451,0.37,0.291,0.239,1,1,1,1,120,1,0,0
94,34,4,500,2.949523926,47.41539001,0.517425537,36.85012817,0.35,0.457,0.631,1,1,1,1,120,1,0,0
95,34,4,200,1.347198486,22.15965271,0.868988037,55.31181335,0.378,0.21,0.319,1,1,1,1,120,1,0,0
96,34,4,500,1.575775146,31.99157715,0.626983643,44.74052429,0.215,0.259,0.599,1,1,1,1,120,1,0,0
97,34,4,500,1.469573975,18.49235535,0.627746582,39.64904785,0.182,0.88,0.524,1,1,1,1,120,1,0,0
98,34,3,200,1.20223999,24.68666077,0.429534912,31.64299011,0.359,0.877,0.486,1,1,1,1,120,1,0,0
99,34,4,500,1.425476074,23.20449829,0.169067383,18.58360291,0.282,0.945,0.585,1,1,1,1,120,1,0,0
100,34,1,200,0.698547363,17.24525452,0.586395264,45.83847046,0.333,1.235,-0.078,1,1,1,1,120,1,0,0
101,34,3,500,1.365203857,23.28437805,0.742034912,45.69358826,0.336,1.69,-0.258,1,1,1,1,120,1,0,0
102,34,3,500,3.322601318,62.97492981,0.633087158,52.91481018,0.361,1.986,-0.046,1,1,1,1,120,1,0,0
103,34,3,500,1.49597168,25.46112061,0.511474609,37.61749268,0.541,2.304,-0.537,1,1,1,1,120,1,0,0
104,34,1,200,1.853637695,40.2217865,0.766143799,48.13438416,0.218,2.148,-0.623,1,1,1,1,120,1,0,0
105,34,4,200,1.286773682,24.3686676,0.850067139,42.22496033,0.398,1.92,-0.541,1,1,1,1,120,1,0,0
106,34,3,200,3.011169434,54.46037292,0.691223145,41.28921509,0.15,1.032,-0.596,1,1,1,1,120,1,0,0
107,34,3,500,2.979736328,46.72111511,0.597839355,47.05207825,0.375,1.478,0.11,1,1,1,1,120,1,0,0
108,34,1,200,2.36618042,37.87689209,0.474700928,41.94572449,0.331,1.561,0.033,1,1,1,1,120,1,0,0
109,34,3,500,1.291809082,26.11808777,0.882415771,55.7787323,0.554,1.848,0.312,1,1,1,1,120,1,0,0
110,34,4,200,3.697052002,64.08119202,1.339416504,88.23104858,0.331,1.292,0.131,1,1,1,1,120,1,0,0
111,34,1,200,2.528381348,36.59004211,0.45791626,40.26390076,0.311,1.551,0.084,1,1,1,1,120,1,0,0
112,34,4,200,2.609558105,45.00518799,0.997467041,65.06111145,0.141,1.552,-0.209,1,1,1,1,120,1,0,0
113,34,4,500,2.046508789,41.80023193,0.848693848,51.33613586,0.291,1.544,0.003,1,1,1,1,120,1,0,0
114,34,1,200,1.809234619,34.11087036,0.817871094,45.71472168,0.122,1.661,0.29,1,1,1,1,120,1,0,0
115,34,3,200,3.552856445,65.33081055,0.749053955,48.13095093,0.352,2.075,0.247,1,1,1,1,120,1,0,0
116,34,4,500,3.010406494,54.33601379,0.439147949,35.74043274,0.477,1.064,-0.708,1,1,1,1,120,1,0,0
117,34,4,500,2.240600586,44.23423767,0.703582764,41.42822266,0.326,0.97,-0.152,1,1,1,1,120,1,0,0
118,34,4,200,3.899688721,75.79055786,1.030578613,58.89549255,0.488,0.978,-0.14,1,1,1,1,120,1,0,0
119,34,3,200,2.971343994,59.02450562,0.659484863,50.18440247,0.149,1.36,0.043,1,1,1,1,120,1,0,0
120,34,3,500,2.881469727,53.97079468,0.659942627,47.91526794,0.197,1.556,0.212,1,1,1,1,120,1,0,0
121,34,3,200,1.518554688,34.7177124,0.71685791,43.75068665,0.489,1.796,-0.01,0,1,1,0,120,1,0,0
122,34,4,200,2.162780762,36.40380859,0.110778809,14.92500305,0.369,1.151,0.287,1,1,1,1,120,1,0,0
123,34,3,500,2.958526611,45.95024109,0.848083496,52.00546265,0.39,0.528,0.37,1,1,1,1,120,1,0,0
124,34,1,500,2.552185059,52.53311157,1.139373779,82.58872986,0.241,0.233,0.582,1,1,1,1,120,1,0,0
125,34,1,500,1.597900391,29.47975159,0.588378906,37.58834839,0.289,0.234,0.379,1,1,1,1,120,1,0,0
126,34,3,200,4.379425049,71.56150818,1.719665527,103.1526947,0.303,0.325,0.563,1,1,1,1,120,1,0,0
127,34,3,500,3.032226563,50.29685974,0.643920898,37.87193298,0.16,0.064,-0.138,1,1,1,1,120,1,0,0
128,34,4,500,2.112121582,45.02822876,0.754241943,53.50761414,0.655,0.421,0.465,1,1,1,1,120,1,0,0
129,34,3,500,1.653747559,33.83224487,0.8543396,63.41819763,0.133,0.578,0.44,1,1,1,1,120,1,0,0
130,34,3,200,3.531951904,56.15112305,0.863952637,60.1600647,0.358,0.733,0.181,1,1,1,1,120,1,0,0
131,34,1,200,2.797546387,49.17976379,0.411682129,31.80541992,0.507,1.393,0.526,1,1,1,1,120,1,0,0
132,34,4,500,2.230224609,32.91915894,0.224914551,17.17582703,0.378,1.179,0.272,1,1,1,1,120,1,0,0
133,34,1,500,1.736755371,29.24972534,0.448608398,34.08065796,0.407,1.237,0.21,1,1,1,1,120,1,0,0
134,34,1,200,2.378540039,36.45446777,0.286865234,23.39660645,0.36,1.254,0.073,1,1,1,1,120,1,0,0
135,34,4,500,2.919158936,48.282547,0.830993652,49.54299927,0.419,1.178,-0.186,1,1,1,1,120,1,0,0
136,34,1,200,3.680114746,51.68952942,0.75302124,45.13977051,0.268,1.496,0.293,1,1,1,1,120,1,0,0
137,34,4,500,3.084411621,57.78137207,0.54977417,39.52674866,0.326,1.668,0.19,1,1,1,1,120,1,0,0
138,34,1,500,2.200927734,36.63330078,0.707550049,45.9967804,0.503,1.785,0.294,1,1,1,1,120,1,0,0
139,34,3,500,3.212738037,54.5375824,0.851287842,52.96165466,0.518,1.712,0.131,1,1,1,1,120,1,0,0
140,34,1,500,1.336669922,23.58352661,0.338897705,24.80758667,0.422,1.674,-0.158,1,1,1,1,120,1,0,0
141,34,4,200,2.823638916,57.62046814,0.827636719,53.97285461,0.719,2.24,0.764,1,1,1,1,120,1,0,0
142,34,3,200,3.038635254,50.90820313,0.68145752,36.39793396,0.652,2.16,0.716,1,1,1,1,120,1,0,0
143,34,3,200,3.774719238,58.42544556,0.850067139,57.44560242,0.506,2.193,0.232,1,1,1,1,120,1,0,0
144,34,3,200,3.777313232,51.67793274,0.659484863,50.71228027,0.639,2.459,0.157,1,1,1,1,120,1,0,0
145,34,4,200,3.238220215,56.49589539,0.553894043,37.04139709,0.359,2.019,-0.396,1,1,1,1,120,1,0,0
146,34,1,500,2.581787109,41.31019592,0.577850342,36.55227661,0.426,1.684,-0.256,1,1,1,1,120,1,0,0
147,34,3,500,3.419952393,49.58763123,0.74508667,52.27279663,0.359,1.607,-0.63,1,1,1,1,120,1,0,0
148,34,4,500,2.230377197,50.23475647,0.553283691,33.58047485,0.519,1.878,-0.036,1,1,1,1,120,1,0,0
149,34,1,200,0.95199585,18.8923645,0.396575928,30.36170959,0.705,2.034,-0.012,1,1,1,1,120,1,0,0
150,34,1,200,2.955780029,48.42384338,0.339508057,26.59103394,0.646,1.753,-0.461,1,1,1,1,120,1,0,0
151,34,3,500,1.770629883,42.16712952,1.047821045,48.24882507,0.259,1.212,-0.887,0,1,1,0,120,1,0,0
152,34,3,500,2.935638428,48.57505798,0.521087646,38.93035889,1.191,0.108,-1.205,1,1,1,1,120,1,0,0
153,34,4,200,4.001617432,76.94755554,1.212310791,85.02571106,0.214,0.449,-0.052,1,1,1,1,120,1,0,0
154,34,1,500,3.405914307,55.50285339,0.635986328,38.12812805,0.372,0.301,-0.483,1,1,1,1,120,1,0,0
155,34,3,500,3.980102539,87.22053528,0.597686768,55.85983276,0.386,0.344,-0.772,1,1,1,1,120,1,0,0
156,34,3,500,2.393951416,48.42628479,1.074371338,62.82775879,0.344,0.579,-1.032,1,1,1,1,120,1,0,0
157,34,1,500,2.883758545,48.94813538,0.260162354,18.57894897,0.392,0.964,-0.036,1,1,1,1,120,1,0,0
158,34,1,200,3.532867432,64.1998291,0.797424316,60.6312561,0.158,0.788,-0.31,1,1,1,1,120,1,0,0
159,34,3,500,1.813201904,42.87437439,0.775604248,56.27098083,0.208,0.638,-0.62,1,1,1,1,120,1,0,0
160,34,1,500,0.740661621,14.79896545,0.364227295,31.56982422,0.326,0.739,-0.761,1,1,1,1,120,1,0,0
161,34,1,200,1.220855713,21.89376831,0.336151123,31.20979309,0.845,1.072,0.357,1,1,1,1,120,1,0,0
162,34,1,200,3.321685791,60.94444275,0.673675537,52.91175842,0.219,0.69,-0.071,1,1,1,1,120,1,0,0
163,34,1,500,2.038574219,36.49993896,0.147705078,16.24191284,0.373,0.981,-0.443,1,1,1,1,120,1,0,0
164,34,3,500,2.840423584,40.65811157,0.31539917,20.17059326,0.52,0.732,-0.143,1,1,1,1,120,1,0,0
165,34,4,500,2.48550415,58.99330139,1.566467285,92.43408203,0.159,0.257,-0.291,1,1,1,1,120,1,0,0
166,34,4,200,1.503448486,31.08123779,0.674743652,42.75856018,0.448,0.308,-0.543,1,1,1,1,120,1,0,0
167,34,4,200,2.250671387,37.91664124,0.426330566,31.1794281,0.252,0.253,-0.441,1,1,1,1,120,1,0,0
168,34,4,200,3.646850586,59.21875,0.743408203,48.13346863,0.215,0.254,-0.223,1,1,1,1,120,1,0,0
169,34,4,500,3.043365479,59.96025085,0.855712891,61.39045715,0.178,0.419,-0.164,1,1,1,1,120,1,0,0
170,34,4,500,1.656188965,35.89752197,0.289459229,25.50720215,0.463,0.61,-0.596,1,1,1,1,120,1,0,0
171,34,4,500,3.795776367,64.19158936,0.668029785,50.12046814,0.385,1.027,-0.315,1,1,1,1,120,1,0,0
172,34,4,500,2.475891113,41.72492981,0.427246094,31.97303772,0.237,1.025,-0.327,1,1,1,1,120,1,0,0
173,34,1,500,1.891326904,28.92204285,0.262756348,19.1053772,0.495,1.234,0.047,1,1,1,1,120,1,0,0
174,34,4,200,2.635192871,43.61572266,0.512237549,36.90208435,0.566,1.224,0.345,1,1,1,1,120,1,0,0
175,34,3,500,2.5050354,43.855896,0.570526123,35.78689575,0.418,1.472,0.394,1,1,1,1,120,1,0,0
176,34,4,200,2.828674316,47.91030884,0.679016113,37.05245972,0.377,1.547,0.36,1,1,1,1,120,1,0,0
177,34,4,200,2.975311279,54.77012634,0.394897461,30.70091248,0.449,1.679,0.762,1,1,1,1,120,1,0,0
178,34,4,200,2.605133057,45.66680908,0.314483643,23.63304138,0.338,1.17,0.474,1,1,1,1,120,1,0,0
179,34,1,500,2.755584717,41.87347412,0.440368652,28.06381226,0.065,0.718,0.572,1,1,1,1,120,1,0,0
180,34,3,500,2.906951904,64.54841614,0.538787842,40.02029419,0.441,0.786,0.64,1,1,1,1,120,1,0,0
181,34,4,500,2.109069824,34.86846924,0.523529053,34.01237488,0.457,0.611,-0.471,0,1,1,0,120,1,0,0
182,34,1,500,0.759124756,14.1268158,0.445709229,31.04003906,0.432,0.268,0.102,1,1,1,1,120,1,0,0
183,34,1,200,2.28012085,38.85879517,0.316009521,24.07592773,0.083,0.203,0.557,1,1,1,1,120,1,0,0
184,34,1,500,2.975158691,52.56736755,0.912780762,64.43717957,0.287,0.451,-0.74,1,1,1,1,120,1,0,0
185,34,3,200,2.741699219,52.41851807,0.718231201,50.18867493,0.063,0.411,-0.438,1,1,1,1,120,1,0,0
186,34,1,500,2.102661133,37.74162292,0.282440186,20.23895264,0.051,0.607,0.103,1,1,1,1,120,1,0,0
187,34,3,200,2.908172607,48.38142395,0.606384277,31.85852051,0.014,0.24,0.088,1,1,1,1,120,1,0,0
188,34,3,500,2.493591309,48.69140625,0.438995361,32.99423218,0.362,0.093,0.373,1,1,1,1,120,1,0,0
189,34,4,500,2.518310547,36.41876221,0.626220703,24.86221313,0.433,0.283,0.349,1,1,1,1,120,1,0,0
190,34,1,200,3.287506104,56.99325562,1.28112793,71.93466187,0.55,0.089,0.514,1,1,1,1,120,1,0,0
191,34,4,200,3.445129395,58.02719116,0.657653809,48.4803772,0.218,0.402,-0.006,1,1,1,1,120,1,0,0
192,34,3,200,2.932739258,39.29199219,0.816345215,50.68565369,0.134,0.887,-0.436,1,1,1,1,120,1,0,0
193,34,3,200,3.46206665,66.25740051,1.127471924,72.96279907,0.662,0.314,0.613,1,1,1,1,120,1,0,0
194,34,1,200,1.854095459,27.09747314,0.29586792,21.5398407,0.231,0.44,0.198,1,1,1,1,120,1,0,0
195,34,4,500,2.139282227,40.05012512,0.44418335,34.37850952,0.416,0.559,0.166,1,1,1,1,120,1,0,0
196,34,3,500,3.697967529,60.4359436,1.55380249,43.91159058,0.418,0.467,-0.1,1,1,1,1,120,1,0,0
197,34,1,200,2.590484619,44.21829224,0.345916748,28.96011353,0.381,0.372,0.12,1,1,1,1,120,1,0,0
198,34,1,200,2.801971436,56.77215576,0.567169189,42.44163513,0.143,0.579,-0.473,1,1,1,1,120,1,0,0
199,34,4,500,2.767181396,37.46566772,0.469665527,36.29821777,0.644,0.542,-0.472,1,1,1,1,120,1,0,0
200,34,1,500,3.697509766,55.33699036,0.960845947,64.74372864,0.321,0.289,0.02,1,1,1,1,120,1,0,0
201,34,3,200,3.900299072,66.87667847,0.920562744,56.1832428,0.172,0.416,0.007,1,1,1,1,120,1,0,0
202,34,1,500,0.615539551,12.77397156,0.210876465,20.34324646,0.309,0.501,-0.046,1,1,1,1,120,1,0,0
203,34,3,500,2.780761719,39.48204041,0.483551025,28.58657837,0.339,0.468,0.392,1,1,1,1,120,1,0,0
204,34,1,500,1.717834473,32.92984009,0.727996826,40.59997559,0.345,0.349,0.286,1,1,1,1,120,1,0,0
205,34,1,500,2.24822998,38.55651855,0.515594482,34.61555481,0.336,0.33,0.452,1,1,1,1,120,1,0,0
206,34,1,200,3.868865967,66.48933411,0.702209473,51.36054993,0.171,0.538,0.227,1,1,1,1,120,1,0,0
207,34,4,200,2.048950195,37.30529785,0.783233643,52.89871216,0.089,0.498,-0.012,1,1,1,1,120,1,0,0
208,34,4,200,5.129852295,90.39520264,1.031036377,56.69403076,0.321,0.586,0.518,1,1,1,1,120,1,0,0
209,34,4,200,2.813415527,65.63499451,0.860290527,54.16648865,0.444,0.855,0.552,1,1,1,1,120,1,0,0
210,34,3,500,2.318267822,42.79327393,1.046905518,59.52598572,0.203,0.918,0.457,1,1,1,1,120,1,0,0
211,34,3,200,1.176605225,26.57928467,1.240081787,81.31454468,0.409,2.943,-0.881,0,1,1,0,120,1,0,0
212,34,4,200,0.99029541,20.14884949,0.576782227,48.44787598,0.168,1.151,-0.262,1,1,1,1,120,1,0,0
213,34,1,200,3.643798828,59.21295166,0.359191895,32.25730896,0.584,0.887,0.037,1,1,1,1,120,1,0,0
214,34,1,500,1.642150879,30.40031433,0.452423096,35.92346191,0.252,0.858,-0.423,1,1,1,1,120,1,0,0
215,34,1,200,3.591308594,69.4317627,0.620574951,44.37164307,0.618,0.827,-0.106,1,1,1,1,120,1,0,0
216,34,4,500,1.641235352,29.83894348,0.443572998,37.15171814,0.271,0.749,-0.17,1,1,1,1,120,1,0,0
217,34,4,500,2.075958252,32.86384583,0.569458008,35.79551697,0.18,0.615,-0.044,1,1,1,1,120,1,0,0
218,34,3,200,2.526245117,40.60806274,0.442504883,36.02294922,0.599,0.392,-0.138,1,1,1,1,120,1,0,0
219,34,3,200,2.965393066,47.61871338,0.397796631,36.80397034,0.281,0.349,-0.57,1,1,1,1,120,1,0,0
220,34,4,200,1.185455322,18.44871521,0.432128906,33.04000854,0.116,0.221,0.018,1,1,1,1,120,1,0,0
221,34,3,200,2.177124023,46.20445251,0.467376709,38.42422485,0.141,0.53,0.226,1,1,1,1,120,1,0,0
222,34,3,500,2.692565918,41.83647156,0.255584717,21.88850403,0.759,0.883,0.832,1,1,1,1,120,1,0,0
223,34,4,500,1.265106201,24.4921875,0.426330566,32.40997314,0.556,1.507,-0.266,1,1,1,1,120,1,0,0
224,34,1,500,2.204437256,38.35723877,0.293121338,21.86058044,0.476,1.357,0.058,1,1,1,1,120,1,0,0
225,34,3,200,4.042205811,68.4299469,1.438446045,84.79919434,0.398,1.14,-0.263,1,1,1,1,120,1,0,0
226,34,4,200,2.026977539,42.53997803,1.05178833,60.62019348,0.293,1.71,-0.276,1,1,1,1,120,1,0,0
227,34,1,500,2.05657959,37.38418579,0.507965088,41.76071167,0.087,1.548,0.609,1,1,1,1,120,1,0,0
228,34,4,500,1.134643555,29.77630615,0.669250488,52.62893677,0.193,1.627,-0.271,1,1,1,1,120,1,0,0
229,34,3,200,2.548675537,48.93470764,0.464782715,31.46827698,0.406,2.095,0.49,1,1,1,1,120,1,0,0
230,34,1,200,0.616149902,13.57009888,1.181945801,68.94363403,0.413,2.517,0.331,1,1,1,1,120,1,0,0
231,34,4,500,0.145111084,4.767150879,0.168151855,15.49880981,0.347,2.479,0.158,1,1,1,1,120,1,0,0
232,34,4,200,1.915435791,40.73974609,0.763244629,50.82550049,0.279,2.035,0.504,1,1,1,1,120,1,0,0
233,34,1,200,1.79977417,27.42149353,0.391235352,28.7210083,0.483,1.549,0.23,1,1,1,1,120,1,0,0
234,34,3,500,3.958129883,59.08317566,0.504150391,42.12638855,0.33,1.698,0.471,1,1,1,1,120,1,0,0
235,34,3,500,2.753143311,53.58833313,0.641937256,54.45930481,0.681,2.278,0.42,1,1,1,1,120,1,0,0
236,34,1,200,3.131561279,48.44078064,0.816802979,45.37185669,0.148,1.126,0.298,1,1,1,1,120,1,0,0
237,34,1,500,2.71774292,46.88751221,0.75668335,54.76989746,0.235,1.525,0.468,1,1,1,1,120,1,0,0
238,34,1,500,2.284240723,37.2869873,0.240478516,20.28770447,0.408,1.279,0.869,1,1,1,1,120,1,0,0
239,34,3,500,1.676025391,37.59155273,0.706329346,51.1566925,0.298,1.51,0.613,1,1,1,1,120,1,0,0
240,34,3,200,3.400268555,74.18930054,1.373901367,105.4013824,0.207,1.669,0.313,1,1,1,1,120,1,0,0
1,35,4,200,1.520843506,18.78929138,0.68069458,33.18138123,0.218,0.712,1.079,0,1,1,0,120,1,1,0
2,35,4,200,1.578674316,23.94737244,0.637054443,35.00076294,0.198,0.549,0.13,1,1,1,1,120,1,1,1
3,35,3,200,1.821899414,28.08753967,0.361785889,27.58872986,0.513,1.782,-1.387,1,1,1,1,120,1,1,1
4,35,1,500,1.535339355,20.80039978,0.366821289,25.11558533,0.469,1.669,-4.913,1,1,1,1,120,1,1,1
5,35,1,200,1.91986084,29.10636902,0.709228516,39.47731018,0.63,0.557,-2.64,1,1,1,1,120,1,1,1
6,35,1,200,2.917785645,53.76029968,0.495910645,43.66317749,0.45,0.787,-0.626,1,1,1,1,120,1,1,1
7,35,3,500,2.530975342,35.14015198,1.206359863,87.82264709,0.284,0.311,-0.586,1,1,1,1,120,1,1,1
8,35,1,500,1.531982422,25.37117004,1.148376465,69.54277039,0.115,0.475,-0.489,1,1,1,1,120,1,1,1
9,35,1,500,2.055969238,26.40312195,0.759124756,49.25811768,0.367,0.454,-0.358,1,1,1,1,120,1,1,1
10,35,1,200,2.922973633,36.49902344,0.601501465,29.31259155,0.381,0.653,0.266,1,1,1,1,120,1,1,1
11,35,1,500,2.681884766,35.09284973,1.00402832,78.4059906,0.534,0.869,0.509,1,1,1,1,120,1,1,1
12,35,1,500,1.787719727,24.60792542,0.292510986,18.97201538,0.426,0.968,0.599,1,1,1,1,120,1,1,1
13,35,1,200,2.476959229,37.82348633,0.618133545,36.41113281,0.162,0.709,0.88,1,1,1,1,120,1,1,1
14,35,3,500,2.238769531,36.45553589,0.629425049,37.30873108,0.202,0.941,0.049,1,1,1,1,120,1,1,1
15,35,3,200,1.47567749,27.13562012,0.532073975,30.10375977,0.215,0.77,-0.025,1,1,1,1,120,1,1,1
16,35,4,200,2.937927246,43.52607727,0.466003418,36.01585388,0.128,0.78,-0.277,1,1,1,1,120,1,1,1
17,35,4,500,3.075256348,46.04934692,1.0496521,49.76165771,0.485,0.452,-0.551,1,1,1,1,120,1,1,1
18,35,3,200,2.21282959,35.5657959,0.356903076,31.43531799,0.476,0.501,-0.17,1,1,1,1,120,1,1,1
19,35,4,200,2.134399414,29.37477112,0.373840332,27.75413513,0.288,0.578,-0.024,1,1,1,1,120,1,1,1
20,35,1,200,2.451477051,29.98962402,0.397491455,28.91433716,0.345,0.782,0.113,1,1,1,1,120,1,1,1
21,35,4,200,2.646789551,41.74736023,0.537872314,32.01179504,0.447,0.804,0.402,1,1,1,1,120,1,1,1
22,35,1,500,2.271575928,39.51805115,0.417785645,26.91307068,0.529,1.071,0.032,1,1,1,1,120,1,1,1
23,35,1,500,2.384033203,37.18437195,0.655975342,37.50495911,0.301,1.129,-0.094,1,1,1,1,120,1,1,1
24,35,3,200,2.556152344,43.49388123,0.542144775,33.99780273,0.421,1.068,0.434,1,1,1,1,120,1,1,1
25,35,3,500,2.690124512,43.40866089,0.445404053,32.3840332,0.293,1.447,-0.055,1,1,1,1,120,1,1,1
