MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,SBase_P2P,SBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
70,3,4,200,3.098907471,27.49229431,0.751190186,8.589706421, , , ,1,1,0,0,100,1,1,0
71,3,3,200,0.690002441,12.4155426,0.044250488,1.122131348, , , ,1,1,0,0,100,1,1,0
72,3,1,200,0.950775146,14.25056458,0.366363525,2.777404785, , , ,1,1,1,1,100,1,1,1
73,3,1,500,0.701141357,13.69766235,0.579376221,6.168670654, , , ,1,1,1,1,100,1,1,1
74,3,4,500,2.74887085,40.16677856,0.563659668,4.334564209, , , ,1,1,1,1,100,1,1,1
75,3,3,500,2.161102295,34.04594421,0.469512939,2.644424438, , , ,1,1,1,1,100,1,1,1
76,3,4,200,2.791442871,42.93800354,1.148834229,14.67308044, , , ,1,1,1,1,100,1,1,1
77,3,1,500,1.800842285,29.51156616,0.8543396,10.66810608, , , ,1,1,1,1,100,1,1,1
78,3,4,500,3.484039307,56.23085022,0.582580566,6.848907471, , , ,1,1,1,1,100,1,1,1
79,3,3,200,2.545776367,34.2049408,1.604156494,20.99708557, , , ,1,1,1,1,100,1,1,1
80,3,4,500,3.865509033,65.27229309,1.713409424,21.54724121, , , ,1,1,1,1,100,1,1,1
81,3,1,200,1.753692627,36.065979,1.728668213,21.1630249, , , ,1,1,1,1,100,1,1,1
82,3,4,200,1.259460449,26.91444397,1.035461426,10.2444458, , , ,1,1,1,1,100,1,1,1
83,3,3,200,2.661590576,67.97943115,1.070098877,10.82893372, , , ,1,1,1,1,100,1,1,1
84,3,4,500,3.049621582,39.66995239,0.644226074,6.695327759, , , ,1,1,1,1,100,1,1,1
85,3,1,200,2.350463867,44.1645813,0.074768066,1.085357666, , , ,1,1,1,1,100,1,1,1
86,3,1,500,2.945251465,40.0112915,1.559448242,16.85401917, , , ,1,1,1,1,100,1,1,1
87,3,4,200,3.355102539,85.46737671,3.6277771,29.66545105, , , ,1,1,1,1,100,1,1,1
88,3,4,500,1.635894775,28.6315918,0.473937988,6.366195679, , , ,1,1,1,1,100,1,1,1
89,3,4,200,2.544555664,65.29602051,1.632080078,16.8296814, , , ,1,1,1,1,100,1,1,1
90,3,4,500,2.104949951,36.5196991,0.126953125,1.742630005, , , ,1,1,1,1,100,1,1,1
91,3,3,500,3.311767578,44.13093567,0.061340332,1.199951172, , , ,0,1,1,0,100,1,1,1
92,3,1,200,2.489929199,43.99887085,1.04309082,10.72753906, , , ,1,1,1,1,100,1,1,1
93,3,1,200,3.634185791,95.10147095,1.202392578,16.1554718, , , ,1,1,1,1,100,1,1,1
94,3,3,200,2.818908691,60.54779053,0.850219727,11.23954773, , , ,1,1,1,1,100,1,1,1
95,3,3,500,3.140106201,45.29243469,1.570739746,17.09121704, , , ,1,1,1,1,100,1,1,1
96,3,4,200,2.721862793,52.94921875,1.347503662,16.91452026, , , ,1,1,1,1,100,1,1,1
97,3,1,200,1.241455078,25.09910583,0.985870361,11.0433197, , , ,1,1,1,1,100,1,1,1
98,3,1,500,3.204803467,60.13954163,0.770721436,10.13137817, , , ,1,1,1,1,100,1,1,1
99,3,3,200,2.699432373,37.67127991,0.643768311,6.468505859, , , ,1,1,1,1,100,1,1,1
100,3,1,200,2.566680908,56.87828064,1.152801514,12.79220581, , , ,1,1,1,1,100,1,1,1
101,3,3,500,3.117980957,56.68312073,0.459289551,4.464492798, , , ,1,1,1,1,100,1,1,1
102,3,1,200,4.667663574,75.75073242,0.676269531,9.370956421, , , ,1,1,1,1,100,1,1,1
103,3,1,500,2.353210449,44.78500366,0.765686035,11.16874695, , , ,1,1,1,1,100,1,1,1
104,3,3,500,0.101013184,3.840179443,0.031585693,1.123962402, , , ,1,1,0,0,100,1,1,0
105,3,4,200,3.952941895,83.56246948,1.265258789,10.02471924, , , ,1,1,1,1,100,1,1,1
106,3,4,200,1.864013672,32.14042664,0.650024414,4.715118408, , , ,1,1,1,1,100,1,1,1
107,3,3,200,3.067626953,51.21551514,1.92565918,21.45797729, , , ,1,1,1,1,100,1,1,1
108,3,4,500,0.0831604,3.727722168,0.040588379,1.135940552, , , ,1,1,0,0,100,1,1,0
109,3,3,500,3.902282715,54.90501404,0.157165527,1.977157593, , , ,1,1,1,1,100,1,1,1
110,3,4,200,4.275970459,50.61668396,0.903167725,6.558380127, , , ,1,1,1,1,100,1,1,1
111,3,1,500,2.059631348,36.10115051,0.739593506,8.637924194, , , ,1,1,1,1,100,1,1,1
112,3,4,200,1.083068848,14.15054321,0.65536499,8.996353149, , , ,1,1,0,0,100,1,1,0
113,3,3,500,1.401519775,26.85272217,0.185546875,3.682022095, , , ,1,1,1,1,100,1,1,1
114,3,4,500,1.552429199,36.35292053,2.462768555,18.93852234, , , ,1,1,1,1,100,1,1,1
115,3,3,200,1.67175293,26.41555786,0.41595459,4.628143311, , , ,1,1,1,1,100,1,1,1
116,3,1,200,3.024139404,41.50062561,0.76965332,6.794052124, , , ,1,1,1,1,100,1,1,1
117,3,3,200,2.637023926,41.89834595,2.584381104,29.25086975, , , ,1,1,1,1,100,1,1,1
118,3,1,500,2.99697876,58.67263794,1.535949707,17.22763062, , , ,1,1,1,1,100,1,1,1
119,3,3,200,3.438873291,61.38786316,0.699005127,8.623580933, , , ,1,1,1,1,100,1,1,1
120,3,3,500,0.39276123,7.581100464,0.160064697,0.871124268, , , ,1,1,1,1,100,1,1,1
121,3,1,500,0.493469238,10.05348206,0.068664551,1.293182373, , , ,0,1,1,0,100,1,1,1
122,3,1,500,2.567138672,44.44389343,0.716400146,6.735610962, , , ,1,1,1,1,100,1,1,1
123,3,4,500,1.273040771,18.30154419,0.293426514,3.46572876, , , ,1,1,1,1,100,1,1,1
124,3,1,200,1.638793945,35.27862549,0.405883789,3.883514404, , , ,1,1,1,1,100,1,1,1
125,3,1,500,7.999420166,141.5859222,4.465332031,42.83607483, , , ,1,1,1,0,100,1,1,0
126,3,4,200,3.214263916,47.71255493,1.762237549,13.03962708, , , ,1,1,1,1,100,1,1,1
127,3,1,200,4.680786133,87.27828979,1.399993896,18.83735657, , , ,1,1,1,1,100,1,1,1
128,3,4,500,2.129669189,45,1.274108887,12.44628906, , , ,1,1,1,1,100,1,1,1
129,3,3,500,3.720703125,57.03666687,0.357971191,3.361129761, , , ,1,1,1,1,100,1,1,1
130,3,4,500,1.810455322,33.29452515,0.669708252,7.737884521, , , ,1,1,1,1,100,1,1,1
131,3,3,200,0.856781006,21.6985321,0.750732422,8.724899292, , , ,1,1,1,1,100,1,1,1
132,3,4,200,0.60760498,15.29029846,1.771087646,18.49769592, , , ,1,1,1,1,100,1,1,1
133,3,1,500,0.927581787,19.46929932,0.583953857,5.13130188, , , ,1,1,1,1,100,1,1,1
134,3,3,500,0.765380859,17.69561768,0.719909668,7.499465942, , , ,1,1,1,1,100,1,1,1
135,3,1,500,1.358795166,28.63510132,1.045074463,12.01538086, , , ,1,1,1,1,100,1,1,1
136,3,4,500,0.048217773,3.071289063,0.068817139,1.354598999, , , ,1,1,0,0,100,1,1,0
137,3,4,200,0.420532227,7.366027832,0.348358154,4.755249023, , , ,1,1,1,1,100,1,1,1
138,3,4,200,1.03012085,15.92788696,0.508117676,5.495605469, , , ,1,1,1,1,100,1,1,1
139,3,4,500,1.675262451,31.36039734,1.236419678,13.45916748, , , ,1,1,1,1,100,1,1,1
140,3,4,200,1.608123779,27.85621643,0.361938477,4.048233032, , , ,1,1,1,1,100,1,1,1
141,3,1,200,1.679229736,43.98574829,0.491333008,5.358963013, , , ,1,1,1,1,100,1,1,1
142,3,3,200,0.218963623,5.992507935,0.201873779,2.705078125, , , ,1,1,1,1,100,1,1,1
143,3,1,200,2.685699463,39.60632324,3.140411377,32.38517761, , , ,1,1,1,1,100,1,1,1
144,3,3,500,0.978393555,28.54194641,0.773162842,10.09094238, , , ,1,1,1,1,100,1,1,1
145,3,3,200,1.23336792,36.23252869,0.941619873,9.483947754, , , ,1,1,1,1,100,1,1,1
146,3,1,200,2.105102539,53.64906311,1.541442871,17.20626831, , , ,1,1,1,1,100,1,1,1
147,3,1,500,3.095245361,83.43986511,3.701324463,49.1343689, , , ,1,1,1,1,100,1,1,1
148,3,3,200,4.296569824,88.66477966,2.539978027,28.05488586, , , ,1,1,1,1,100,1,1,1
149,3,4,200,2.897491455,79.37103271,3.037261963,32.97271729, , , ,1,1,0,0,100,1,1,0
150,3,4,500,4.730834961,73.5824585,1.274261475,14.38850403, , , ,1,1,1,1,100,1,1,1
151,3,4,500,3.860015869,64.19548035,2.585144043,32.27485657, , , ,0,1,1,0,100,1,1,1
152,3,3,200,4.965209961,77.1396637,3.29574585,36.40098572, , , ,1,1,1,1,100,1,1,1
153,3,3,500,3.289337158,42.74475098,0.773162842,6.103668213, , , ,1,1,1,1,100,1,1,1
154,3,4,200,2.471313477,59.4065094,0.903625488,9.922180176, , , ,1,1,1,1,100,1,1,1
155,3,4,200,1.162719727,22.56210327,1.546173096,16.17874146, , , ,1,1,1,1,100,1,1,1
156,3,4,200,3.438262939,61.91688538,0.817260742,7.511367798, , , ,1,1,1,1,100,1,1,1
157,3,4,500,2.475128174,66.24359131,1.802215576,21.12983704, , , ,1,1,1,1,100,1,1,1
158,3,1,500,4.167938232,102.6273346,2.22366333,20.03036499, , , ,1,1,1,1,100,1,1,1
159,3,1,200,3.998565674,69.69703674,3.03314209,27.66685486, , , ,1,1,1,1,100,1,1,1
160,3,4,200,2.461700439,48.56750488,1.574554443,15.28152466, , , ,1,1,1,1,100,1,1,1
161,3,4,500,1.923522949,40.35339355,3.803710938,35.75614929, , , ,1,1,1,1,100,1,1,1
162,3,3,200,4.253387451,83.58848572,2.365570068,26.49963379, , , ,1,1,1,1,100,1,1,1
163,3,3,200,2.265472412,47.36686707,0.780487061,9.552841187, , , ,1,1,1,1,100,1,1,1
164,3,4,500,1.88659668,47.02888489,0.426940918,5.593643188, , , ,1,1,1,1,100,1,1,1
165,3,3,500,3.787689209,57.00248718,1.617889404,23.99902344, , , ,1,1,1,1,100,1,1,1
166,3,1,500,3.02230835,64.17434692,2.379608154,25.62332153, , , ,1,1,1,1,100,1,1,1
167,3,4,200,1.905059814,21.31950378,0.404052734,4.516906738, , , ,1,1,1,1,100,1,1,1
168,3,4,200,3.261108398,68.57543945,1.371459961,12.04162598, , , ,1,1,1,1,100,1,1,1
169,3,3,200,3.240966797,63.85299683,2.202148438,23.20953369, , , ,1,1,1,1,100,1,1,1
170,3,4,500,2.517852783,54.89837646,1.391143799,11.96517944, , , ,1,1,1,1,100,1,1,1
171,3,1,500,2.878112793,59.5010376,1.220855713,13.63380432, , , ,1,1,1,1,100,1,1,1
172,3,4,500,2.882995605,68.72879028,1.258850098,14.29832458, , , ,1,1,1,1,100,1,1,1
173,3,3,200,2.912139893,51.07551575,1.087493896,13.81645203, , , ,1,1,1,1,100,1,1,1
174,3,1,200,3.901824951,72.36976624,1.781616211,13.91189575, , , ,1,1,1,1,100,1,1,1
175,3,3,500,2.485046387,53.67393494,2.335357666,24.41719055, , , ,1,1,1,1,100,1,1,1
176,3,4,500,1.504669189,29.43367004,0.86151123,11.11999512, , , ,1,1,1,1,100,1,1,1
177,3,3,200,0.160675049,4.068374634,0.054473877,1.245880127, , , ,1,1,0,0,100,1,1,0
178,3,3,200,2.708129883,60.85708618,1.578521729,18.12294006, , , ,1,1,1,1,100,1,1,1
179,3,4,200,1.848602295,35.81878662,1.307067871,14.3687439, , , ,1,1,1,1,100,1,1,1
180,3,4,200,2.091369629,44.1558075,0.854492188,9.037322998, , , ,1,1,1,1,100,1,1,1
181,3,1,500,4.647979736,78.53363037,2.262268066,23.68461609, , , ,0,1,1,0,100,1,1,1
182,3,3,500,1.899871826,35.08056641,0.304107666,2.997283936, , , ,1,1,1,1,100,1,1,1
183,3,3,200,3.23059082,43.25927734,0.591583252,5.707473755, , , ,1,1,1,1,100,1,1,1
184,3,1,200,3.736419678,77.59712219,1.275024414,12.13867188, , , ,1,1,1,1,100,1,1,1
185,3,1,200,2.481231689,47.33192444,1.182098389,14.71130371, , , ,1,1,1,1,100,1,1,1
186,3,1,500,3.181304932,54.16740417,1.505737305,17.18315125, , , ,1,1,1,1,100,1,1,1
187,3,4,500,1.765899658,42.82173157,0.561828613,6.217269897, , , ,1,1,1,1,100,1,1,1
188,3,4,500,1.973266602,40.22109985,0.227050781,4.109115601, , , ,1,1,1,1,100,1,1,1
189,3,1,500,5.944519043,76.22184753,0.887145996,11.28295898, , , ,1,1,1,1,100,1,1,1
190,3,4,200,3.430175781,77.75894165,2.386627197,21.88117981, , , ,1,1,1,1,100,1,1,1
191,3,4,500,2.050323486,48.75282288,1.12411499,14.77798462, , , ,1,1,1,1,100,1,1,1
192,3,1,500,3.058624268,48.27270508,3.244476318,23.58955383, , , ,1,1,1,1,100,1,1,1
193,3,1,500,1.899108887,38.35945129,0.796203613,8.835906982, , , ,1,1,1,1,100,1,1,1
194,3,3,500,4.557342529,79.25514221,1.861572266,17.52662659, , , ,1,1,1,1,100,1,1,1
195,3,1,200,2.420196533,63.31573486,1.152191162,15.53565979, , , ,1,1,1,1,100,1,1,1
196,3,1,500,3.185577393,62.83363342,0.222473145,1.865081787, , , ,1,1,1,1,100,1,1,1
197,3,4,200,3.802185059,89.18838501,4.821929932,54.17732239, , , ,1,1,1,1,100,1,1,1
198,3,3,200,1.795196533,39.83787537,1.895904541,25.01899719, , , ,1,1,1,1,100,1,1,1
199,3,3,500,1.559753418,33.87008667,0.526580811,7.337722778, , , ,1,1,1,1,100,1,1,1
200,3,3,200,3.449249268,80.0353241,1.259918213,18.41392517, , , ,1,1,1,1,100,1,1,1
201,3,1,500,2.610168457,44.61883545,1.505126953,19.46250916, , , ,1,1,1,1,100,1,1,1
202,3,4,200,0.791015625,18.16581726,0.240783691,3.330688477, , , ,1,1,1,1,100,1,1,1
203,3,1,500,3.628387451,60.97053528,1.000823975,10.06370544, , , ,1,1,1,1,100,1,1,1
204,3,4,500,1.467590332,23.08921814,0.753479004,6.861801147, , , ,1,1,1,1,100,1,1,1
205,3,3,200,4.975128174,97.94807434,2.543792725,28.50402832, , , ,1,1,1,1,100,1,1,1
206,3,1,500,1.495666504,31.64703369,0.387268066,4.043884277, , , ,1,1,1,1,100,1,1,1
207,3,1,500,2.148132324,45.71617126,0.68862915,6.444549561, , , ,1,1,1,1,100,1,1,1
208,3,3,500,3.260345459,71.2979126,1.479949951,13.62068176, , , ,1,1,1,1,100,1,1,1
209,3,4,200,1.995544434,43.29101563,0.867614746,9.54826355, , , ,1,1,1,1,100,1,1,1
210,3,1,500,2.255706787,43.06716919,3.114776611,27.82707214, , , ,1,1,1,1,100,1,1,1
211,3,1,500,5.140838623,115.1866913,2.624816895,36.84028625, , , ,0,1,1,0,100,1,1,1
212,3,4,500,2.241821289,55.20484924,2.546386719,34.02603149, , , ,1,1,1,1,100,1,1,1
213,3,4,500,1.837615967,35.26672363,1.700592041,16.91864014, , , ,1,1,1,1,100,1,1,1
214,3,4,500,2.986907959,52.61009216,1.355895996,16.99546814, , , ,1,1,1,1,100,1,1,1
215,3,1,500,2.777099609,44.51896667,2.003631592,22.35412598, , , ,1,1,1,1,100,1,1,1
216,3,4,200,2.081451416,34.40597534,1.580047607,19.3535614, , , ,1,1,1,1,100,1,1,1
217,3,3,200,3.302307129,69.14466858,2.567749023,30.39100647, , , ,1,1,0,0,100,1,1,0
218,3,1,500,3.844451904,79.85473633,1.686859131,13.17855835, , , ,1,1,1,1,100,1,1,1
219,3,4,500,1.49230957,29.87075806,0.124206543,1.415710449, , , ,1,1,1,1,100,1,1,1
220,3,3,200,3.942871094,90.47889709,1.354675293,17.13188171, , , ,1,1,1,1,100,1,1,1
221,3,3,500,2.270050049,46.16317749,0.222930908,2.014389038, , , ,1,1,1,1,100,1,1,1
222,3,1,200,3.692779541,87.73170471,1.581115723,20.49682617, , , ,1,1,1,1,100,1,1,1
223,3,4,200,1.9972229,44.5224762,1.5574646,14.19677734, , , ,1,1,1,1,100,1,1,1
224,3,1,200,2.981872559,85.4196167,2.469787598,31.50177002, , , ,1,1,1,1,100,1,1,1
225,3,1,500,3.186187744,55.96176147,2.468719482,23.69789124, , , ,1,1,1,1,100,1,1,1
226,3,1,200,1.666259766,29.03518677,0.921020508,11.19476318, , , ,1,1,1,1,100,1,1,1
227,3,1,200,2.479400635,44.95704651,0.623321533,6.169586182, , , ,1,1,1,1,100,1,1,1
228,3,4,200,2.520751953,50.48912048,0.744934082,10.84777832, , , ,1,1,1,1,100,1,1,1
229,3,1,200,2.049560547,27.30575562,0.72479248,8.525619507, , , ,1,1,1,1,100,1,1,1
230,3,4,200,0.764312744,17.11540222,0.406494141,4.087677002, , , ,1,1,1,1,100,1,1,1
231,3,4,200,1.35269165,31.039505,1.07925415,11.70455933, , , ,1,1,1,1,100,1,1,1
232,3,1,500,2.019958496,34.89456177,2.323303223,22.69699097, , , ,1,1,1,1,100,1,1,1
233,3,4,200,2.875823975,59.99633789,1.231536865,11.63314819, , , ,1,1,1,1,100,1,1,1
234,3,3,500,2.026519775,35.93421936,0.403594971,4.061126709, , , ,1,1,1,1,100,1,1,1
235,3,4,500,2.481689453,40.58708191,0.269927979,2.374572754, , , ,1,1,1,1,100,1,1,1
236,3,3,500,1.678466797,30.40779114,2.229156494,24.41734314, , , ,1,1,1,1,100,1,1,1
237,3,1,500,3.221435547,50.69755554,1.123352051,12.29003906, , , ,1,1,1,1,100,1,1,1
238,3,3,200,0.855407715,14.53910828,0.084075928,1.575088501, , , ,1,1,1,1,100,1,1,1
239,3,3,500,2.197113037,50.18600464,1.569976807,14.91630554, , , ,1,1,1,1,100,1,1,1
240,3,1,200,1.08001709,21.49871826,0.487976074,4.199752808, , , ,1,1,1,1,100,1,1,1
1,4,1,200,1.432952881,23.9352417,0.45211792,5.11138916,0.739,1.223,0.783,0,1,1,0,100,1,0,0
2,4,1,200,0.985870361,17.79403687,0.587615967,6.543579102,0.553,1.992,0.041,1,1,1,1,100,1,0,0
3,4,4,500,0.514221191,10.28167725,0.123748779,1.713562012,0.195,2.485,0.103,1,1,1,1,100,1,0,0
4,4,1,200,3.535308838,69.75570679,0.554504395,6.427230835,0.454,2.042,0.359,1,1,1,0,100,1,0,0
5,4,3,500,0.835723877,13.55773926,0.058746338,1.176071167,0.389,1.679,-0.184,1,1,1,1,100,1,0,0
6,4,1,500,1.305847168,27.18147278,0.206756592,3.174209595,0.482,1.683,0.989,1,1,1,1,100,1,0,0
7,4,1,200,2.080078125,24.9029541,0.87677002,7.813110352,0.393,1.325,-0.845,1,1,1,1,100,1,0,0
8,4,3,500,0.525512695,10.92773438,0.046234131,1.10244751,0.228,1.394,-0.814,1,1,1,1,100,1,0,0
9,4,3,500,1.486968994,36.3433075,0.576782227,6.607284546,0.18,1.232,-1.117,1,1,1,1,100,1,0,0
10,4,4,500,1.113891602,12.86148071,0.120697021,1.686248779,0.152,1.237,-1.35,1,1,1,1,100,1,0,0
11,4,3,200,1.126098633,15.42655945,0.076141357,1.255874634,0.233,1.427,-1.054,1,1,1,1,100,1,0,0
12,4,3,500,1.42868042,19.7089386,0.431518555,4.488067627,0.424,1.578,-0.476,1,1,1,1,100,1,0,0
13,4,1,200,0.852050781,14.59152222,0.08102417,1.295700073,0.288,1.572,0.528,1,1,1,1,100,1,0,0
14,4,4,500,0.338592529,6.200637817,0.053710938,1.247177124,0.24,1.064,0.133,1,1,1,1,100,1,0,0
15,4,4,200,0.522613525,9.205551147,0.085296631,1.585235596,0.52,2.107,0.116,1,1,1,1,100,1,0,0
16,4,4,200,0.311126709,6.008987427,0.047912598,1.22253418,0.059,1.149,0.538,1,1,1,1,100,1,0,0
17,4,3,500,1.520080566,29.10354614,0.145874023,1.729736328,0.13,1.235,0.358,1,1,1,1,100,1,0,0
18,4,1,200,1.319274902,23.89396667,0.212097168,2.080154419,0.597,0.991,0.255,1,1,1,1,100,1,0,0
19,4,4,500,0.31829834,5.671539307,0.075073242,1.388473511,0.538,0.841,-0.139,1,1,1,1,100,1,0,0
20,4,3,200,0.165863037,5.195541382,0.049133301,1.199417114,0.305,1.116,-0.41,1,1,1,1,100,1,0,0
21,4,3,200,0.205230713,4.995193481,0.070343018,1.156845093,0.323,1.244,-0.572,1,1,1,1,100,1,0,0
22,4,4,500,0.33996582,5.970077515,0.076293945,1.465377808,0.261,1.128,-0.373,1,1,1,1,100,1,0,0
23,4,1,500,1.585998535,19.86808777,0.185699463,1.714859009,0.283,1.381,0.387,1,1,1,1,100,1,0,0
24,4,3,500,0.215454102,5.126495361,0.036315918,1.071395874,0.365,1.281,-0.01,1,1,1,1,100,1,0,0
25,4,3,200,2.133026123,27.62054443,0.22567749,2.629852295,0.579,1.194,-0.083,1,1,1,1,100,1,0,0
26,4,1,500,1.314697266,24.5526123,0.216522217,2.440643311,0.506,0.466,-0.544,1,1,1,1,100,1,0,0
27,4,1,200,2.353210449,37.63298035,0.815124512,8.249435425,0.489,1.057,-0.862,1,1,1,1,100,1,0,0
28,4,4,200,0.997467041,15.67581177,0.130615234,1.906204224,0.525,1.187,-1.421,1,1,1,1,100,1,0,0
29,4,1,500,1.571044922,25.5141449,0.10925293,1.463241577,0.338,1.429,-0.255,1,1,1,1,100,1,0,0
30,4,3,500,1.033172607,16.30447388,0.035247803,1.023635864,0.261,1.276,-0.218,1,1,1,1,100,1,0,0
31,4,1,500,1.889190674,30.19584656,0.219116211,3.122253418,0.564,1.437,-0.509,0,1,1,0,100,1,0,0
32,4,1,200,1.618041992,27.83706665,0.158843994,2.084197998,0.493,2.436,-1.253,1,1,1,1,100,1,0,0
33,4,1,200,1.261291504,22.27729797,0.384368896,5.078582764,0.44,2.176,-1.438,1,1,1,1,100,1,0,0
34,4,4,500,1.063995361,24.08340454,0.040588379,1.067657471,0.579,2.541,-1.828,1,1,1,1,100,1,0,0
35,4,1,500,0.970001221,21.75918579,0.818786621,8.293075562,0.288,2.263,-1.03,1,1,1,1,100,1,0,0
36,4,1,500,0.354003906,8.35357666,0.143280029,1.989974976,0.338,1.699,-1.23,1,1,1,1,100,1,0,0
37,4,4,200,1.022949219,19.91317749,0.365142822,4.127578735,0.522,2.268,-0.886,1,1,1,1,100,1,0,0
38,4,1,200,1.802520752,32.66555786,0.095062256,1.288070679,0.574,2.125,-0.532,1,1,1,1,100,1,0,0
39,4,3,200,0.219421387,5.30418396,0.038604736,1.09046936,0.366,2.156,-0.642,1,1,1,1,100,1,0,0
40,4,3,200,1.868896484,34.37103271,0.470428467,4.542388916,0.488,1.781,-1.162,1,1,1,1,100,1,0,0
41,4,4,500,1.937561035,25.95779419,0.153045654,1.438980103,0.409,2.09,-1.255,1,1,1,1,100,1,0,0
42,4,3,200,1.544036865,27.38197327,0.25894165,3.027420044,0.497,2.172,-1.309,1,1,1,1,100,1,0,0
43,4,1,500,0.762939453,11.32354736,0.045623779,1.270065308,0.293,2.356,-1.164,1,1,1,1,100,1,0,0
44,4,1,500,0.2293396,5.588684082,0.075378418,1.390533447,0.409,2.211,-0.89,1,1,1,1,100,1,0,0
45,4,3,200,0.496673584,7.219161987,0.074157715,0.962982178,0.52,2.227,-0.942,1,1,1,1,100,1,0,0
46,4,4,200,1.403656006,30.17051697,0.601654053,6.087188721,0.781,2.871,-1.354,1,1,1,1,100,1,0,0
47,4,1,500,0.705718994,11.82312012,0.051727295,1.112136841,0.527,2.167,-0.257,1,1,1,1,100,1,0,0
48,4,4,500,1.801757813,31.9153595,0.188903809,2.446746826,0.597,2.157,-1.72,1,1,1,1,100,1,0,0
49,4,4,200,0.454559326,8.392410278,0.257263184,3.065948486,0.799,2.846,-1.971,1,1,1,1,100,1,0,0
50,4,1,200,1.469573975,27.02064514,0.068664551,1.158218384,0.354,1.94,-1.027,1,1,1,1,100,1,0,0
51,4,4,500,0.190887451,4.211654663,0.045471191,1.088943481,0.365,1.609,-0.698,1,1,1,1,100,1,0,0
52,4,3,500,0.822143555,14.31129456,0.079345703,1.47605896,0.379,1.336,-1.497,1,1,1,1,100,1,0,0
53,4,1,200,0.83114624,11.76727295,0.539245605,4.524230957,0.414,1.197,-1.451,1,1,1,1,100,1,0,0
54,4,1,200,1.006317139,14.72671509,0.36315918,4.42741394,0.178,0.826,-1.762,1,1,1,1,100,1,0,0
55,4,1,200,0.556335449,15.07614136,0.223388672,2.790756226,0.1,1.013,-1.12,1,1,1,1,100,1,0,0
56,4,4,500,0.320281982,6.256942749,0.064849854,1.101150513,0.139,0.99,-1.097,1,1,1,1,100,1,0,0
57,4,4,500,0.394134521,8.556671143,0.112762451,1.426239014,0.531,1.002,-0.293,1,1,1,1,100,1,0,0
58,4,3,500,0.173492432,5.70930481,0.095977783,1.187286377,0.276,0.663,-0.395,1,1,1,1,100,1,0,0
59,4,1,500,0.188446045,6.309814453,0.064544678,1.226501465,0.432,0.891,-0.935,1,1,1,1,100,1,0,0
60,4,4,200,0.565185547,7.141189575,0.075378418,1.331253052,0.265,0.47,-1.269,1,1,1,1,100,1,0,0
61,4,3,500,0.305938721,6.717834473,0.080108643,1.081085205,0.627,1.307,-1.199,0,1,1,0,100,1,0,0
62,4,3,200,0.589599609,7.65914917,0.093078613,1.54586792,0.217,1.174,-0.731,1,1,1,1,100,1,0,0
63,4,3,500,0.514221191,11.56433105,0.077972412,1.357574463,0.258,1.388,-0.716,1,1,1,1,100,1,0,0
64,4,3,200,0.684967041,11.33506775,0.078430176,1.403961182,0.425,1.992,-1.185,1,1,1,1,100,1,0,0
65,4,3,200,0.25970459,5.513763428,0.086364746,1.352920532,0.478,1.884,-1.541,1,1,1,1,100,1,0,0
66,4,4,500,0.347747803,5.243988037,0.163574219,1.926269531,0.365,1.767,-0.932,1,1,1,1,100,1,0,0
67,4,4,200,0.319061279,6.226272583,0.034179688,1.206283569,0.195,1.665,-1.307,1,1,1,1,100,1,0,0
68,4,1,200,0.733947754,13.16574097,0.100860596,1.556472778,0.434,1.278,-2.067,1,1,1,1,100,1,0,0
69,4,1,500,1.975097656,34.47128296,0.524749756,6.709976196,0.085,1.212,-1.915,1,1,1,1,100,1,0,0
70,4,4,500,0.528411865,10.49667358,0.051727295,1.166992188,0.393,0.749,-0.934,1,1,1,1,100,1,0,0
71,4,1,500,0.817260742,12.66601563,0.124664307,1.387557983,0.129,0.748,-0.951,1,1,1,1,100,1,0,0
72,4,3,200,1.416015625,24.58442688,0.446014404,5.157775879,0.158,0.742,-0.636,1,1,1,1,100,1,0,0
73,4,1,500,1.365509033,23.21037292,0.117950439,1.788787842,0.283,0.606,-0.055,1,1,1,1,100,1,0,0
74,4,3,500,0.794372559,13.93943787,0.10345459,1.312713623,0.385,0.619,-0.104,1,1,1,1,100,1,0,0
75,4,1,200,1.532287598,28.56330872,0.180969238,2.635116577,0.642,2.132,-0.464,1,1,1,1,100,1,0,0
76,4,1,500,2.39151001,49.73014832,0.727996826,7.578353882,0.129,2.136,-2.446,1,1,1,1,100,1,0,0
77,4,3,500,1.411590576,22.60627747,0.528106689,4.966506958,0.248,2.201,-2.179,1,1,1,1,100,1,0,0
78,4,1,500,0.82244873,17.52090454,0.23223877,2.542572021,0.637,3.434,-1.324,1,1,1,1,100,1,0,0
79,4,4,500,0.450897217,8.087234497,0.158233643,2.389907837,0.487,2.952,-2.568,1,1,1,1,100,1,0,0
80,4,1,200,1.055603027,22.19024658,0.5809021,4.145278931,0.301,3.343,-3.169,1,1,1,1,100,1,0,0
81,4,1,200,1.421051025,29.98878479,0.707855225,7.065811157,1.271,4.128,-1.04,1,1,1,1,100,1,0,0
