MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,SBase_P2P,SBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
174,18,1,500,0.29006958,7.989959717,0.462341309,6.073532104, , , ,1,1,1,1,100,1,0,0
175,18,1,500,0.655670166,14.5614624,0.537414551,7.000732422, , , ,1,1,1,1,100,1,0,0
176,18,4,500,0.315093994,7.329025269,0.160980225,2.407684326, , , ,1,1,1,1,100,1,0,0
177,18,1,500,0.29800415,6.848526001,0.207824707,2.959671021, , , ,1,1,1,1,100,1,0,0
178,18,1,500,0.919952393,24.44107056,1.016082764,10.42442322, , , ,1,1,1,1,100,1,0,0
179,18,4,200,0.083465576,4.266662598,0.08102417,1.542282104, , , ,1,1,1,1,100,1,0,0
180,18,3,500,0.872497559,17.42401123,0.32623291,3.173141479, , , ,1,1,1,1,100,1,0,0
181,18,3,200,0.857543945,16.95732117,0.333862305,3.519592285, , , ,0,1,1,0,100,1,0,0
182,18,1,200,0.318908691,8.949966431,0.333709717,3.380126953, , , ,1,1,1,1,100,1,0,0
183,18,4,500,0.539550781,11.93107605,0.32913208,3.978042603, , , ,1,1,1,1,100,1,0,0
184,18,1,200,0.453643799,9.508514404,0.178833008,3.162612915, , , ,1,1,1,1,100,1,0,0
185,18,1,200,1.007843018,28.37348938,0.548706055,6.580963135, , , ,1,1,1,1,100,1,0,0
186,18,4,200,0.965423584,21.81549072,0.470123291,4.609298706, , , ,1,1,1,1,100,1,0,0
187,18,3,500,0.974273682,16.17797852,0.442199707,6.016082764, , , ,1,1,1,1,100,1,0,0
188,18,3,500,0.440368652,13.87268066,0.379180908,5.151596069, , , ,1,1,1,1,100,1,0,0
189,18,1,200,0.648345947,15.96435547,0.351715088,4.421310425, , , ,1,1,1,1,100,1,0,0
190,18,3,200,1.092376709,22.59468079,0.521392822,6.52923584, , , ,1,1,1,1,100,1,0,0
191,18,3,200,0.424194336,10.36262512,0.227661133,2.179412842, , , ,1,1,1,1,100,1,0,0
192,18,4,200,0.874481201,14.83634949,0.270080566,3.070144653, , , ,1,1,1,1,100,1,0,0
193,18,4,500,0.690765381,25.01693726,1.227111816,16.51931763, , , ,1,1,1,1,100,1,0,0
194,18,1,500,0.764923096,19.99862671,0.747375488,8.604507446, , , ,1,1,1,1,100,1,0,0
195,18,1,500,0.978393555,22.65617371,0.531768799,6.227035522, , , ,1,1,1,1,100,1,0,0
196,18,3,500,0.779876709,20.98213196,0.247802734,2.944412231, , , ,1,1,1,1,100,1,0,0
197,18,3,200,0.781860352,20.39787292,0.463409424,6.854858398, , , ,1,1,1,1,100,1,0,0
198,18,1,200,0.414886475,10.42259216,0.180358887,3.180923462, , , ,1,1,1,1,100,1,0,0
199,18,3,500,0.877685547,15.72311401,0.419464111,6.062698364, , , ,1,1,1,1,100,1,0,0
200,18,3,200,0.675964355,15.12710571,0.417327881,4.911270142, , , ,1,1,1,1,100,1,0,0
201,18,1,200,1.489105225,30.25680542,0.45715332,5.413894653, , , ,1,1,1,1,100,1,0,0
202,18,3,200,0.573120117,13.85780334,0.551147461,8.600006104, , , ,1,1,1,1,100,1,0,0
203,18,4,200,0.683135986,18.86245728,0.5519104,8.495788574, , , ,1,1,1,1,100,1,0,0
204,18,4,200,0.350494385,8.480148315,0.179748535,3.572158813, , , ,1,1,1,1,100,1,0,0
205,18,3,200,0.706176758,16.67030334,0.473327637,5.587081909, , , ,1,1,1,1,100,1,0,0
206,18,3,500,0.319366455,9.351425171,0.160827637,2.115249634, , , ,1,1,1,1,100,1,0,0
207,18,3,500,0.51071167,16.22947693,0.524597168,7.852706909, , , ,1,1,1,1,100,1,0,0
208,18,4,500,0.533905029,15.48370361,0.572509766,6.829681396, , , ,1,1,1,1,100,1,0,0
209,18,3,200,0.597076416,16.82182312,0.333709717,3.914413452, , , ,1,1,1,1,100,1,0,0
210,18,3,200,1.294555664,29.47898865,0.804595947,10.75744629, , , ,1,1,1,1,100,1,0,0
211,18,3,500,0.559387207,14.80766296,0.388946533,4.763717651, , , ,0,1,1,0,100,1,0,0
212,18,4,200,0.361480713,10.39756775,0.154571533,2.585525513, , , ,1,1,1,1,100,1,0,0
213,18,3,500,0.336151123,8.558654785,0.122070313,3.134994507, , , ,1,1,1,1,100,1,0,0
214,18,4,200,0.610961914,16.59484863,0.272827148,3.46206665, , , ,1,1,1,1,100,1,0,0
215,18,3,500,1.165618896,27.57720947,0.567626953,6.380004883, , , ,1,1,1,1,100,1,0,0
216,18,1,500,0.66986084,12.81806946,0.299835205,3.51890564, , , ,1,1,1,1,100,1,0,0
217,18,1,500,0.470733643,14.02511597,0.181121826,2.974243164, , , ,1,1,1,1,100,1,0,0
218,18,1,500,0.182800293,6.459350586,0.097961426,1.524200439, , , ,1,1,1,1,100,1,0,0
219,18,3,200,0.47454834,11.62445068,0.407104492,4.265670776, , , ,1,1,1,1,100,1,0,0
220,18,3,200,0.807647705,17.03712463,0.665588379,8.0834198, , , ,1,1,1,1,100,1,0,0
221,18,4,200,0.384216309,13.99772644,0.229187012,2.852401733, , , ,1,1,1,1,100,1,0,0
222,18,1,500,0.751190186,18.66416931,0.192565918,2.9662323, , , ,1,1,1,1,100,1,0,0
223,18,3,500,0.356445313,9.322509766,0.113220215,1.568222046, , , ,1,1,1,1,100,1,0,0
224,18,3,200,0.686645508,16.17332458,2.114562988,18.44917297, , , ,1,1,1,1,100,1,0,0
225,18,4,500,1.04598999,21.37275696,0.265808105,3.896102905, , , ,1,1,1,1,100,1,0,0
226,18,1,500,0.822753906,15.75500488,0.685424805,11.56974792, , , ,1,1,1,1,100,1,0,0
227,18,1,200,0.667419434,18.16062927,0.628967285,5.588607788, , , ,1,1,1,1,100,1,0,0
228,18,3,200,0.850067139,19.13269043,0.48248291,5.93711853, , , ,1,1,1,1,100,1,0,0
229,18,1,200,0.595245361,15.65002441,0.709228516,9.82460022, , , ,1,1,1,1,100,1,0,0
230,18,4,200,0.54397583,10.59844971,0.159759521,1.873550415, , , ,1,1,1,1,100,1,0,0
231,18,1,500,0.659637451,12.86941528,0.322113037,3.564987183, , , ,1,1,1,1,100,1,0,0
232,18,1,500,0.596008301,14.43634033,0.269622803,3.099441528, , , ,1,1,1,1,100,1,0,0
233,18,4,500,0.801086426,21.34017944,0.274658203,3.817138672, , , ,1,1,1,1,100,1,0,0
234,18,4,500,0.602416992,15.83557129,0.211181641,1.924819946, , , ,1,1,1,1,100,1,0,0
235,18,3,200,1.074371338,21.05155945,0.400238037,5.224761963, , , ,1,1,1,1,100,1,0,0
236,18,1,500,1.100006104,22.0703125,0.215606689,3.036804199, , , ,1,1,1,1,100,1,0,0
237,18,3,200,0.868530273,27.90344238,0.500793457,7.461700439, , , ,1,1,1,1,100,1,0,0
238,18,4,200,0.641021729,15.14526367,0.261688232,4.197463989, , , ,1,1,1,1,100,1,0,0
239,18,1,200,0.767669678,23.26004028,0.407714844,6.272201538, , , ,1,1,1,1,100,1,0,0
240,18,1,500,0.630340576,16.65039063,0.2734375,3.084106445, , , ,1,1,1,1,100,1,0,0
1,19,3,200,0.616149902,14.05090332,0.289154053,3.391342163,0.294,0.614,0.488,0,1,1,0,100,1,1,1
2,19,1,500,0.84564209,17.26043701,0.429840088,4.088134766,0.541,0.843,0.055,1,1,1,1,100,1,1,1
3,19,1,500,0.414428711,10.57128906,0.350952148,3.5962677,0.146,0.597,0.277,1,1,1,1,100,1,1,1
4,19,3,500,0.456848145,12.26905823,0.665130615,6.305389404,0.479,0.528,0.72,1,1,1,1,100,1,1,1
5,19,4,500,0.062561035,3.917541504,0.060882568,1.404342651,0.346,0.917,0.101,1,1,1,1,100,1,1,1
6,19,1,200,0.92880249,27.25761414,0.463562012,6.711044312,0.296,0.553,0.078,1,1,1,1,100,1,1,1
7,19,4,200,0.953521729,18.78578186,0.608215332,8.607788086,0.384,0.767,-0.242,1,1,1,1,100,1,1,1
8,19,1,500,1.022491455,22.16323853,0.425262451,6.798095703,0.517,1.016,-0.759,1,1,1,1,100,1,1,1
9,19,3,500,0.107116699,4.245910645,0.060882568,1.657333374,0.268,0.469,-1.053,1,1,1,1,100,1,1,1
10,19,1,500,0.153503418,5.119781494,0.093994141,1.366958618,0.447,0.398,-0.6,1,1,1,1,100,1,1,1
11,19,3,500,0.971069336,24.31243896,0.565643311,5.375671387,0.154,0.175,-1.461,1,1,1,1,100,1,1,1
12,19,4,200,0.490112305,11.23306274,0.189666748,2.051239014,0.472,0.069,-1.691,1,1,1,1,100,1,1,1
13,19,3,500,0.553436279,12.4017334,0.192108154,3.140106201,0.238,0.521,-1.868,1,1,1,1,100,1,1,1
14,19,4,200,0.670928955,13.54804993,0.156860352,2.045440674,0.434,0.4,-1.787,1,1,1,1,100,1,1,1
15,19,1,500,0.327148438,9.060058594,0.254669189,3.566131592,0.579,0.442,-1.454,1,1,1,1,100,1,1,1
16,19,1,200,0.5078125,14.52728271,0.257568359,3.274765015,0.568,0.796,-1.351,1,1,1,1,100,1,1,1
17,19,1,500,1.418304443,40.15937805,1.062927246,14.69093323,3.091,2.798,-0.573,1,0,1,0,100,1,1,0
18,19,1,500,0.875701904,19.39048767,0.583190918,7.667617798,0.299,0.795,0.243,1,1,1,1,100,1,1,1
19,19,1,500,0.353240967,10.41481018,0.710754395,5.880355835,0.252,0.297,-0.446,1,1,1,1,100,1,1,1
20,19,3,200,0.565948486,10.6728363,0.200958252,2.534103394,0.134,0.573,-1.205,1,1,1,1,100,1,1,1
21,19,1,200,0.172424316,5.37361145,0.144042969,1.598052979,0.537,0.556,-1.361,1,1,1,1,100,1,1,1
22,19,1,200,0.312194824,9.27696228,0.119476318,1.9090271,0.243,0.611,-0.806,1,1,1,1,100,1,1,1
23,19,3,200,0.216217041,6.37512207,0.057983398,1.512069702,0.542,0.856,-0.128,1,1,1,1,100,1,1,1
24,19,4,200,0.954589844,28.0342865,0.474853516,5.527572632,0.384,1.288,0.826,1,1,1,1,100,1,1,1
25,19,1,500,0.795135498,17.3664856,0.536499023,5.328369141,0.497,1.395,1.835,1,1,1,1,100,1,1,1
26,19,3,500,0.762939453,18.32580566,0.416412354,4.24949646,0.141,0.751,1.836,1,1,1,1,100,1,1,1
27,19,4,500,0.408477783,11.67053223,0.392303467,4.217758179,0.534,1.126,1.106,1,1,1,1,100,1,1,1
28,19,1,500,2.051849365,38.75068665,0.416870117,4.188842773,0.385,0.801,0.878,1,1,1,0,100,1,1,0
29,19,3,200,0.236663818,6.263122559,0.049285889,1.33140564,0.444,0.885,0.413,1,1,1,1,100,1,1,1
30,19,3,500,0.215606689,6.766815186,0.115661621,2.13760376,0.532,0.794,1.104,1,1,1,1,100,1,1,1
31,19,4,200,0.983123779,18.98406982,0.24307251,3.392791748,0.308,0.617,0.214,0,1,1,0,100,1,1,1
32,19,3,200,0.572357178,13.78715515,0.301208496,5.134124756,0.175,0.684,1.148,1,1,1,1,100,1,1,1
33,19,1,200,0.46081543,10.67855835,0.198364258,2.30758667,0.183,0.679,1.399,1,1,1,1,100,1,1,1
34,19,3,500,0.552978516,16.21086121,0.089111328,1.450195313,0.138,0.99,0.803,1,1,1,1,100,1,1,1
35,19,3,200,0.172119141,4.680328369,0.048370361,1.348724365,0.346,0.62,0.741,1,1,1,1,100,1,1,1
36,19,3,200,0.571594238,13.99993896,0.408630371,4.90562439,0.29,0.613,1.126,1,1,1,1,100,1,1,1
37,19,4,200,1.163787842,20.41473389,0.074920654,1.571044922,0.496,1.063,1.112,1,1,1,1,100,1,1,1
38,19,3,500,0.807037354,15.57685852,0.185394287,2.984313965,0.509,1.296,0.109,1,1,1,1,100,1,1,1
39,19,1,200,0.391845703,11.84379578,0.426330566,4.687805176,0.606,1.13,0.599,1,1,1,1,100,1,1,1
40,19,4,200,0.647888184,16.21269226,0.27557373,3.080215454,0.599,0.977,1.036,1,1,1,1,100,1,1,1
41,19,1,200,0.507965088,13.14598083,0.109405518,1.796798706,0.448,1.123,0.214,1,1,1,1,100,1,1,1
42,19,3,200,0.728149414,16.48162842,0.310516357,3.931884766,0.429,0.52,-0.005,1,1,1,1,100,1,1,1
43,19,1,200,0.184631348,6.675567627,0.228729248,2.197113037,0.705,1.031,-0.037,1,1,1,1,100,1,1,1
44,19,1,200,0.296630859,6.984863281,0.072937012,1.900863647,0.493,1.028,0.25,1,1,1,1,100,1,1,1
45,19,1,500,0.075683594,4.141845703,0.071258545,1.625137329,0.593,1.095,-0.136,1,1,1,1,100,1,1,1
46,19,3,500,0.174407959,5.890579224,0.078887939,1.610488892,0.432,0.769,-0.779,1,1,1,1,100,1,1,1
47,19,3,200,0.286865234,7.944030762,0.128936768,2.094650269,0.088,0.661,-1.513,1,1,1,1,100,1,1,1
48,19,1,500,0.188751221,5.516357422,0.101928711,1.533126831,0.403,0.531,-1.033,1,1,1,1,100,1,1,1
49,19,3,200,0.108947754,4.556274414,0.100097656,1.556243896,0.405,0.589,-1.039,1,1,1,1,100,1,1,1
50,19,3,200,1.102905273,28.65707397,0.481109619,4.253158569,0.358,0.649,1.433,1,1,1,1,100,1,1,1
51,19,3,200,0.321960449,8.152313232,0.07598877,1.717605591,0.213,0.935,0.462,1,1,1,1,100,1,1,1
52,19,1,200,0.330200195,8.106307983,0.356140137,3.64944458,0.527,0.93,0.259,1,1,1,1,100,1,1,1
53,19,1,200,0.767364502,18.03710938,0.530548096,6.758880615,0.385,1.055,-0.372,1,1,1,1,100,1,1,1
54,19,3,500,0.115509033,4.479141235,0.051269531,1.266555786,0.172,1.572,0.021,1,1,1,1,100,1,1,1
55,19,3,500,0.094909668,4.556427002,0.04776001,1.37298584,0.009,1.113,0.568,1,1,1,1,100,1,1,1
56,19,4,200,0.41519165,10.62461853,0.395355225,3.493804932,0.197,1.184,0.317,1,1,1,1,100,1,1,1
57,19,4,200,0.788116455,15.87631226,0.217285156,2.928771973,0.221,0.95,-0.049,1,1,1,1,100,1,1,1
58,19,1,200,0.426177979,8.590698242,0.067596436,1.330871582,0.164,0.661,0.652,1,1,1,1,100,1,1,1
59,19,4,500,0.413818359,10.74790955,0.221405029,2.873458862,0.087,0.519,-0.619,1,1,1,1,100,1,1,1
60,19,1,500,0.514831543,13.61572266,0.377655029,3.629760742,0.415,0.319,-1.246,1,1,1,1,100,1,1,1
61,19,3,200,0.442962646,11.00265503,0.09552002,1.535415649,0.283,0.654,-0.419,0,1,1,0,100,1,1,1
62,19,4,200,0.506744385,12.15385437,0.122680664,2.578582764,0.72,0.72,0.258,1,1,1,1,100,1,1,1
63,19,3,500,0.428009033,11.71020508,0.1612854,1.962585449,0.721,0.911,0.516,1,1,1,1,100,1,1,1
64,19,4,500,0.348205566,9.921188354,0.334777832,2.796478271,0.291,0.989,-0.284,1,1,1,1,100,1,1,1
65,19,1,500,0.893249512,16.74942017,0.391082764,4.576034546,0.183,0.66,-0.566,1,1,1,1,100,1,1,1
66,19,3,500,0.346374512,9.221725464,0.133361816,1.673355103,0.252,1.373,-0.98,1,1,1,1,100,1,1,1
67,19,4,500,1.217956543,22.80166626,0.455627441,4.854888916,0.126,0.673,-0.072,1,1,1,1,100,1,1,1
68,19,4,200,0.481262207,12.53768921,0.240020752,2.23777771,0.104,0.726,0.291,1,1,1,1,100,1,1,1
69,19,1,200,0.522613525,12.78175354,0.146331787,1.845779419,0.177,0.159,0.108,1,1,1,1,100,1,1,1
70,19,3,500,0.144958496,5.532302856,0.063934326,1.446151733,0.254,0.741,-0.135,1,1,1,1,100,1,1,1
71,19,4,200,0.587768555,11.30767822,0.14755249,2.811660767,0.297,0.58,0.005,1,1,1,1,100,1,1,1
72,19,3,500,0.336608887,9.074478149,0.275268555,3.421630859,0.329,0.987,-0.454,1,1,1,1,100,1,1,1
73,19,1,200,1.3621521,28.05580139,0.171966553,2.24861145,0.629,0.213,0.522,1,1,1,1,100,1,1,1
74,19,1,500,0.37689209,11.24137878,0.281829834,3.897399902,0.483,0.876,-0.347,1,1,1,1,100,1,1,1
75,19,4,500,0.447235107,11.12297058,0.272827148,2.850952148,0.053,1.138,3.134,1,1,1,1,100,1,1,1
76,19,4,500,0.407867432,11.63116455,0.530700684,5.933303833,0.517,0.887,1.422,1,1,1,1,100,1,1,1
77,19,1,500,0.837249756,16.09916687,0.291137695,3.982315063,0.379,0.805,0.965,1,1,1,1,100,1,1,1
78,19,3,500,0.675506592,18.23112488,0.178527832,2.821121216,0.325,1.274,1.483,1,1,1,1,100,1,1,1
79,19,1,500,0.144348145,5.519256592,0.247039795,3.238220215,0.247,1.033,0.397,1,1,1,1,100,1,1,1
80,19,4,200,0.632019043,14.26597595,0.09185791,1.45980835,0.308,0.844,0.311,1,1,1,1,100,1,1,1
81,19,4,200,0.261535645,9.437561035,0.730743408,8.009262085,0.283,0.93,0.98,1,1,1,1,100,1,1,1
82,19,4,500,0.128326416,3.947906494,0.061187744,1.044158936,0.21,0.691,0.762,1,1,1,1,100,1,1,1
83,19,1,200,0.502166748,10.8896637,0.39642334,5.046844482,0.273,0.667,0.628,1,1,1,1,100,1,1,1
84,19,4,500,0.289154053,7.844467163,0.103912354,1.998519897,0.371,0.862,0.097,1,1,1,1,100,1,1,1
85,19,4,200,0.643615723,18.38439941,0.253143311,2.854003906,0.255,0.703,0.042,1,1,1,1,100,1,1,1
86,19,3,200,0.165100098,5.724029541,0.182495117,2.668380737,0.383,0.693,-0.131,1,1,1,1,100,1,1,1
87,19,4,500,0.531158447,12.3739624,0.17364502,2.52822876,0.365,0.826,-0.516,1,1,1,1,100,1,1,1
88,19,1,200,0.552062988,13.44146729,0.218505859,2.654418945,0.293,0.718,-0.557,1,1,1,1,100,1,1,1
89,19,1,500,0.377960205,8.681564331,0.223846436,3.257980347,0.375,0.667,-0.88,1,1,1,1,100,1,1,1
90,19,1,500,0.56350708,13.43353271,0.21774292,2.607116699,0.291,0.797,-0.531,1,1,1,1,100,1,1,1
91,19,3,200,0.194396973,5.87387085,0.179595947,3.124084473,0.537,0.663,-0.629,0,1,1,0,100,1,1,1
92,19,4,500,0.16204834,5.56640625,0.058441162,1.485214233,0.304,0.487,-0.487,1,1,1,1,100,1,1,1
93,19,4,500,0.083007813,4.068984985,0.091705322,1.826858521,0.363,0.809,-0.79,1,1,1,1,100,1,1,1
94,19,4,200,0.538482666,15.04684448,0.171508789,2.336044312,0.287,0.939,-0.501,1,1,1,1,100,1,1,1
95,19,1,200,0.388641357,10.68450928,0.18081665,2.617950439,0.314,1.061,-0.439,1,1,1,1,100,1,1,1
96,19,4,200,0.400848389,10.8139801,0.178070068,2.544784546,0.397,0.706,-0.868,1,1,1,1,100,1,1,1
97,19,3,500,0.1171875,4.39491272,0.088195801,1.586990356,0.429,0.545,-0.792,1,1,1,1,100,1,1,1
98,19,4,500,0.147857666,5.352325439,0.17288208,2.282943726,0.046,0.505,-0.87,1,1,1,1,100,1,1,1
99,19,4,200,0.646209717,16.61308289,0.135955811,2.120666504,0.381,0.615,-0.588,1,1,1,1,100,1,1,1
100,19,1,200,0.702514648,18.68240356,0.373382568,4.265289307,0.269,0.487,1.22,1,1,1,1,100,1,1,1
101,19,4,200,0.385131836,10.86151123,0.17791748,2.092971802,0.465,2.61,1.031,1,1,1,1,100,1,1,1
102,19,1,200,0.255584717,7.40814209,0.106048584,1.987915039,0.083,1.189,0.453,1,1,1,1,100,1,1,1
103,19,3,200,0.138549805,5.13458252,0.127258301,1.680755615,0.378,0.581,0.641,1,1,1,1,100,1,1,1
104,19,4,200,0.140838623,5.207138062,0.164794922,2.152709961,0.422,0.72,0.36,1,1,1,1,100,1,1,1
105,19,4,500,0.187072754,6.791152954,0.063323975,1.37802124,0.658,1.31,0.589,1,1,1,1,100,1,1,1
106,19,1,200,0.085601807,4.113006592,0.050201416,1.279067993,1.074,0.705,-1.963,1,1,1,1,100,1,1,1
107,19,4,200,0.695037842,15.71929932,0.276947021,3.335571289,0.506,1.238,-1.26,1,1,1,1,100,1,1,1
108,19,3,200,0.10269165,3.513259888,0.071105957,1.508560181,0.864,1.065,-0.068,1,1,1,1,100,1,1,1
109,19,4,200,0.337524414,7.874832153,0.208282471,3.156509399,0.253,0.926,0.554,1,1,1,1,100,1,1,1
110,19,3,500,0.368347168,7.957611084,0.276641846,2.213439941,0.712,1.371,-0.903,1,1,1,1,100,1,1,1
111,19,1,200,0.847930908,17.89741516,0.624542236,6.008605957,0.183,0.909,-0.178,1,1,1,1,100,1,1,1
112,19,4,500,0.547637939,16.17492676,0.299224854,3.807525635,0.59,1.425,-1.756,1,1,1,1,100,1,1,1
113,19,1,200,0.52947998,14.18479919,0.184631348,2.081680298,0.736,1.494,-1.849,1,1,1,1,100,1,1,1
114,19,4,200,0.467071533,10.61470032,0.105133057,1.859359741,0.261,2.541,-0.621,1,1,1,1,100,1,1,1
115,19,4,500,0.291595459,6.935653687,0.076293945,1.659240723,0.153,1.423,0.296,1,1,1,1,100,1,1,1
116,19,3,200,0.907592773,15.54893494,0.567932129,5.200958252,0.616,2.256,0.488,1,1,1,1,100,1,1,1
117,19,1,200,0.472717285,11.65176392,0.111694336,1.435699463,0.453,3.069,0.413,1,1,1,1,100,1,1,1
118,19,4,200,1.854248047,40.21156311,0.32409668,3.451080322,0.481,1.844,-0.853,1,1,1,0,100,1,1,0
119,19,3,200,0.266113281,6.377563477,0.182647705,2.206726074,0.395,2.546,-0.768,1,1,1,1,100,1,1,1
120,19,1,200,0.75592041,18.35197449,0.147857666,2.871704102,1.024,2.512,-1.354,1,1,1,1,100,1,1,1
121,19,1,500,0.158538818,5.05821228,0.185852051,2.562866211,0.765,2.528,-1.495,0,1,1,0,100,1,1,1
122,19,1,200,0.276794434,7.781295776,0.108337402,1.781158447,0.431,1.189,-2.708,1,1,1,1,100,1,1,1
123,19,4,200,0.487976074,11.55509949,0.08605957,1.403656006,0.265,1.659,-1.97,1,1,1,1,100,1,1,1
124,19,1,200,0.129394531,4.159164429,0.0831604,1.622161865,0.443,2.004,-1.788,1,1,1,1,100,1,1,1
125,19,3,500,1.278991699,35.05027771,0.985717773,11.35307312,0.636,1.455,2.148,1,1,1,0,100,1,1,0
126,19,1,200,0.381164551,10.8127594,0.126190186,2.420730591,0.446,1.701,0.025,1,1,1,1,100,1,1,1
127,19,3,200,0.587768555,12.80921936,0.39855957,3.975601196,0.506,0.412,-0.436,1,1,1,1,100,1,1,1
128,19,4,500,0.103302002,4.580764771,0.048522949,1.26159668,0.252,0.924,-0.59,1,1,1,1,100,1,1,1
129,19,4,200,0.22857666,6.049118042,0.101623535,1.579818726,0.19,0.737,-1.771,1,1,1,1,100,1,1,1
130,19,1,200,0.935668945,25.07728577,0.710296631,8.199310303,0.09,0.518,-0.999,1,1,1,1,100,1,1,1
131,19,4,500,0.524902344,13.07624817,0.08605957,1.447372437,0.099,0.649,-0.726,1,1,1,1,100,1,1,1
132,19,1,200,0.258026123,7.844924927,0.209503174,2.559127808,0.152,0.778,-1.129,1,1,1,1,100,1,1,1
133,19,1,500,0.711364746,14.79904175,0.539855957,7.093505859,0.509,0.641,-0.943,1,1,1,1,100,1,1,1
134,19,1,500,1.595001221,35.79269409,0.607452393,7.514648438,0.543,1.14,-0.845,1,1,1,0,100,1,1,0
135,19,4,200,0.159301758,4.409408569,0.193634033,3.016967773,0.303,0.878,-0.861,1,1,1,1,100,1,1,1
136,19,4,500,0.498657227,10.64704895,0.149993896,2.356033325,0.536,0.973,-0.237,1,1,1,1,100,1,1,1
137,19,1,500,0.458984375,12.00637817,0.181121826,2.624053955,0.441,0.95,0.149,1,1,1,1,100,1,1,1
138,19,4,500,0.562591553,11.3344574,0.444946289,4.628448486,0.441,1.126,-0.271,1,1,1,1,100,1,1,1
139,19,3,500,0.467224121,10.59303284,0.179138184,2.568664551,0.212,0.747,-0.536,1,1,1,1,100,1,1,1
140,19,4,200,0.133666992,5.131072998,0.124206543,1.979980469,0.187,0.455,-0.545,1,1,1,1,100,1,1,1
141,19,4,200,0.397644043,10.02853394,0.387115479,4.286956787,0.367,0.37,-0.129,1,1,1,1,100,1,1,1
142,19,4,500,0.454864502,12.49237061,0.638275146,8.402404785,0.408,0.398,0.876,1,1,1,1,100,1,1,1
143,19,3,200,0.357971191,6.867904663,0.115203857,1.757507324,0.183,1.081,0.57,1,1,1,1,100,1,1,1
144,19,3,200,0.538635254,11.67617798,0.186309814,2.1118927,0.501,0.655,0.932,1,1,1,1,100,1,1,1
145,19,3,500,0.435638428,10.94940186,0.170135498,2.838058472,0.497,0.905,0.707,1,1,1,1,100,1,1,1
146,19,1,200,0.570220947,13.38058472,0.155334473,2.744827271,0.463,0.986,0.426,1,1,1,1,100,1,1,1
147,19,3,200,0.668792725,19.9723053,0.439605713,6.232299805,0.049,0.998,0.131,1,1,1,1,100,1,1,1
148,19,3,200,0.822753906,20.60783386,0.466156006,4.724731445,0.332,1.047,0.126,1,1,1,1,100,1,1,1
149,19,4,500,0.468292236,14.56550598,0.231933594,3.138046265,0.495,1.385,-0.427,1,1,1,1,100,1,1,1
150,19,1,500,0.553741455,13.19633484,0.44631958,5.772781372,0.147,1.487,1.675,1,1,1,1,100,1,1,1
151,19,3,500,0.1171875,4.440536499,0.058746338,1.164779663,0.312,1.267,1.419,0,1,1,0,100,1,1,1
152,19,1,200,0.506896973,9.698944092,0.358581543,3.136978149,0.172,0.711,2.154,1,1,1,1,100,1,1,1
153,19,4,500,0.186004639,5.910415649,0.148925781,2.195129395,0.476,0.672,0.611,1,1,1,1,100,1,1,1
154,19,3,500,0.506591797,12.53242493,0.062561035,1.560668945,0.511,0.715,0.174,1,1,1,1,100,1,1,1
155,19,1,500,0.395507813,10.26390076,0.129241943,1.994934082,0.179,0.532,0.591,1,1,1,1,100,1,1,1
156,19,4,200,0.722198486,19.68505859,0.796813965,8.760986328,0.104,0.495,0.411,1,1,1,1,100,1,1,1
157,19,3,200,1.031951904,16.54853821,0.138549805,1.73576355,0.292,0.922,0.226,1,1,1,1,100,1,1,1
158,19,4,200,0.103912354,4.741668701,0.059967041,1.464767456,0.055,0.523,-0.008,1,1,1,1,100,1,1,1
159,19,1,500,0.487365723,10.21308899,0.22277832,2.736968994,0.28,0.45,-0.006,1,1,1,1,100,1,1,1
160,19,4,500,0.257110596,6.86164856,0.188903809,2.142105103,0.313,0.41,0.133,1,1,1,1,100,1,1,1
161,19,4,500,0.255584717,7.634429932,0.581359863,7.01461792,0.341,0.628,-0.62,1,1,1,1,100,1,1,1
162,19,3,200,0.198059082,6.418991089,0.058441162,1.204376221,0.772,0.282,0.077,1,1,1,1,100,1,1,1
163,19,3,200,0.321350098,8.970870972,0.243988037,2.533569336,0.379,0.237,-0.846,1,1,1,1,100,1,1,1
164,19,1,200,0.952758789,23.68499756,0.196990967,2.682952881,0.468,0.39,-0.055,1,1,1,1,100,1,1,1
165,19,3,500,0.246276855,7.921600342,0.119781494,1.588134766,0.122,0.335,-0.734,1,1,1,1,100,1,1,1
166,19,3,200,0.195922852,5.708618164,0.163879395,2.21321106,0.445,0.235,0.081,1,1,1,1,100,1,1,1
167,19,4,500,0.262298584,6.180419922,0.13885498,1.969223022,0.098,0.044,-0.794,1,1,1,1,100,1,1,1
168,19,1,200,0.092773438,4.756469727,0.162506104,2.020187378,0.705,0.439,0.093,1,1,1,1,100,1,1,1
169,19,3,500,0.154571533,5.033721924,0.063323975,1.503448486,0.097,0.518,0.045,1,1,1,1,100,1,1,1
170,19,1,500,0.097961426,4.681243896,0.060272217,1.362457275,0.339,0.775,-0.023,1,1,1,1,100,1,1,1
171,19,4,500,0.164337158,5.142059326,0.259246826,3.632354736,0.326,0.433,0.258,1,1,1,1,100,1,1,1
